episode,step,reward,length,running_avg,epsilon
676,109994,715.95,250,354.51,0.1
677,110214,189.06,220,353.49,0.1
678,110396,207.47,182,352.27,0.1
679,110468,116.93,72,351.14,0.1
680,110614,130.74,146,348.84,0.1
681,110857,191.81,243,348.55,0.1
682,111107,818.15,250,351.41,0.1
683,111303,258.27,196,353.74,0.1
684,111363,138.56,60,354.93,0.1
685,111613,522.45,250,353.81,0.1
686,111741,52.48,128,350.79,0.1
687,111991,602.8,250,353.53,0.1
688,112241,598.68,250,358.96,0.1
689,112491,522.84,250,359.77,0.1
690,112741,842.95,250,367.08,0.1
691,112991,618.25,250,372.35,0.1
692,113241,512.5,250,375.85,0.1
693,113491,700.65,250,379.12,0.1
694,113741,775.0,250,386.4,0.1
695,113991,557.54,250,389.24,0.1
696,114241,807.22,250,394.17,0.1
697,114491,572.78,250,394.46,0.1
698,114687,217.61,196,396.52,0.1
699,114937,556.04,250,398.13,0.1
700,115187,745.12,250,401.29,0.1
701,115437,635.51,250,406.2,0.1
702,115687,415.15,250,409.1,0.1
703,115937,386.49,250,411.13,0.1
704,116187,469.08,250,412.31,0.1
705,116339,70.19,152,411.92,0.1
706,116589,742.47,250,418.16,0.1
707,116787,169.01,198,417.22,0.1
708,116994,316.44,207,413.87,0.1
709,117069,111.92,75,412.53,0.1
710,117319,503.64,250,414.98,0.1
711,117557,281.38,238,414.03,0.1
712,117807,644.53,250,412.48,0.1
713,118057,501.5,250,414.79,0.1
714,118307,304.34,250,414.15,0.1
715,118557,512.04,250,418.69,0.1
716,118807,751.3,250,420.11,0.1
717,119057,539.08,250,422.17,0.1
718,119307,486.57,250,423.73,0.1
719,119557,586.79,250,422.13,0.1
720,119807,414.85,250,423.02,0.1
721,120057,403.55,250,424.73,0.1
722,120307,400.0,250,422.67,0.1
723,120557,368.66,250,422.61,0.1
724,120807,554.0,250,425.89,0.1
725,120940,281.52,133,423.64,0.1
726,121103,188.22,163,419.01,0.1
727,121353,854.72,250,420.38,0.1
728,121565,91.26,212,418.55,0.1
729,121761,204.99,196,419.63,0.1
730,122011,597.88,250,417.47,0.1
731,122261,386.11,250,420.52,0.1
732,122511,508.31,250,424.13,0.1
733,122761,365.84,250,426.8,0.1
734,122910,62.62,149,426.78,0.1
735,123085,254.16,175,429.07,0.1
736,123335,142.11,250,426.77,0.1
737,123585,578.27,250,428.52,0.1
738,123776,272.08,191,428.44,0.1
739,123956,65.46,180,421.56,0.1
740,124206,299.7,250,422.3,0.1
741,124456,406.62,250,422.05,0.1
742,124601,70.81,145,414.91,0.1
743,124851,510.59,250,419.02,0.1
744,125101,732.03,250,423.13,0.1
745,125351,507.97,250,420.67,0.1
746,125601,821.77,250,425.95,0.1
747,125851,327.51,250,421.74,0.1
748,125979,11.86,128,415.82,0.1
749,126216,393.49,237,418.82,0.1
750,126466,540.26,250,423.11,0.1
751,126716,440.12,250,426.87,0.1
752,126966,322.44,250,422.33,0.1
753,127216,705.46,250,426.93,0.1
754,127466,283.51,250,426.88,0.1
755,127716,702.65,250,430.0,0.1
756,127966,552.17,250,434.46,0.1
757,128216,288.92,250,433.63,0.1
758,128466,400.0,250,434.99,0.1
759,128716,462.71,250,435.53,0.1
760,128966,531.41,250,435.09,0.1
761,129216,504.17,250,431.94,0.1
762,129466,339.64,250,429.31,0.1
763,129716,714.55,250,433.55,0.1
764,129887,284.59,171,430.11,0.1
765,130137,326.75,250,430.48,0.1
766,130387,709.06,250,430.25,0.1
767,130552,113.11,165,429.3,0.1
768,130802,574.7,250,430.83,0.1
769,131052,598.17,250,431.36,0.1
770,131302,440.45,250,428.39,0.1
771,131552,792.99,250,432.43,0.1
772,131717,214.8,165,432.32,0.1
773,131967,612.84,250,435.85,0.1
774,132217,451.5,250,434.85,0.1
775,132467,472.99,250,438.56,0.1
776,132717,163.51,250,433.04,0.1
777,132967,475.54,250,435.9,0.1
778,133208,326.81,241,437.1,0.1
779,133458,663.07,250,442.56,0.1
780,133708,655.02,250,447.8,0.1
781,133958,527.12,250,451.15,0.1
782,134070,-1.63,112,442.96,0.1
783,134320,752.63,250,447.9,0.1
784,134570,786.64,250,454.38,0.1
785,134797,291.71,227,452.07,0.1
786,135047,604.63,250,457.59,0.1
787,135297,644.36,250,458.01,0.1
788,135547,605.22,250,458.07,0.1
789,135797,520.16,250,458.05,0.1
790,136047,724.74,250,456.87,0.1
791,136297,559.25,250,456.28,0.1
792,136547,438.96,250,455.54,0.1
793,136797,567.8,250,454.21,0.1
794,137047,658.36,250,453.05,0.1
795,137297,596.3,250,453.43,0.1
796,137547,414.18,250,449.5,0.1
797,137797,544.93,250,449.22,0.1
798,138047,429.97,250,451.35,0.1
799,138297,542.38,250,451.21,0.1
800,138547,496.03,250,448.72,0.1
801,138797,320.86,250,445.57,0.1
802,139047,557.24,250,446.99,0.1
803,139297,415.15,250,447.28,0.1
804,139521,219.22,224,444.78,0.1
805,139771,327.41,250,447.36,0.1
806,140021,261.53,250,442.55,0.1
807,140271,350.51,250,444.36,0.1
808,140521,757.14,250,448.77,0.1
809,140771,230.33,250,449.95,0.1
810,141021,563.99,250,450.56,0.1
811,141217,298.36,196,450.73,0.1
812,141467,656.31,250,450.84,0.1
813,141717,611.34,250,451.94,0.1
814,141967,287.0,250,451.77,0.1
815,142217,322.02,250,449.87,0.1
816,142467,523.79,250,447.59,0.1
817,142717,346.56,250,445.67,0.1
818,142967,759.71,250,448.4,0.1
819,143217,493.28,250,447.46,0.1
820,143347,56.61,130,443.88,0.1
821,143597,576.16,250,445.61,0.1
822,143847,495.32,250,446.56,0.1
823,144097,554.14,250,448.42,0.1
824,144347,449.21,250,447.37,0.1
825,144597,579.58,250,450.35,0.1
826,144847,328.57,250,451.75,0.1
827,145097,601.14,250,449.22,0.1
828,145347,418.65,250,452.49,0.1
829,145597,599.25,250,456.43,0.1
830,145847,303.59,250,453.49,0.1
831,146025,156.93,178,451.2,0.1
832,146275,633.33,250,452.45,0.1
833,146525,765.55,250,456.44,0.1
834,146686,102.27,161,456.84,0.1
835,146936,640.48,250,460.7,0.1
836,147186,600.35,250,465.29,0.1
837,147436,413.85,250,463.64,0.1
838,147686,300.65,250,463.93,0.1
839,147936,564.58,250,468.92,0.1
840,148186,361.89,250,469.54,0.1
841,148436,771.08,250,473.19,0.1
842,148686,394.74,250,476.43,0.1
843,148936,443.05,250,475.75,0.1
844,149186,205.45,250,470.48,0.1
845,149389,176.76,203,467.17,0.1
846,149639,686.48,250,465.82,0.1
847,149889,623.33,250,468.78,0.1
848,150017,33.49,128,468.99,0.1
849,150267,406.25,250,469.12,0.1
850,150407,84.3,140,464.56,0.1
851,150657,211.1,250,462.27,0.1
852,150757,-11.63,100,458.93,0.1
853,151007,540.72,250,457.28,0.1
854,151257,681.95,250,461.27,0.1
855,151432,36.11,175,454.6,0.1
856,151679,563.17,247,454.71,0.1
857,151929,592.02,250,457.74,0.1
858,152179,807.75,250,461.82,0.1
859,152343,132.04,164,458.51,0.1
860,152593,698.56,250,460.19,0.1
861,152840,307.45,247,458.22,0.1
862,153090,418.39,250,459.01,0.1
863,153340,748.18,250,459.34,0.1
864,153590,778.43,250,464.28,0.1
865,153840,642.97,250,467.44,0.1
866,154090,504.58,250,465.4,0.1
867,154340,431.37,250,468.58,0.1
868,154590,685.95,250,469.69,0.1
869,154840,410.97,250,467.82,0.1
870,155090,448.42,250,467.9,0.1
871,155340,408.42,250,464.06,0.1
872,155590,517.24,250,467.08,0.1
873,155840,592.02,250,466.87,0.1
874,156090,461.22,250,466.97,0.1
875,156290,176.49,200,464.0,0.1
876,156540,202.16,250,464.39,0.1
877,156790,335.48,250,462.99,0.1
878,157040,582.35,250,465.54,0.1
879,157290,310.56,250,462.02,0.1
880,157540,337.91,250,458.85,0.1
881,157789,202.81,249,455.61,0.1
882,158039,228.13,250,457.9,0.1
883,158289,462.09,250,455.0,0.1
884,158539,511.11,250,452.24,0.1
885,158789,635.19,250,455.68,0.1
886,159039,817.97,250,457.81,0.1
887,159289,638.46,250,457.75,0.1
888,159539,477.95,250,456.48,0.1
889,159789,525.83,250,456.54,0.1
890,160039,364.05,250,452.93,0.1
891,160279,280.87,240,450.15,0.1
892,160529,342.15,250,449.18,0.1
893,160779,459.06,250,448.09,0.1
894,161020,366.64,241,445.17,0.1
895,161270,761.49,250,446.82,0.1
896,161520,827.71,250,450.96,0.1
897,161770,414.79,250,449.66,0.1
898,162020,722.3,250,452.58,0.1
899,162270,762.82,250,454.79,0.1
900,162520,763.51,250,457.46,0.1
901,162770,353.9,250,457.79,0.1
902,162979,444.38,209,456.66,0.1
903,163172,291.24,193,455.42,0.1
904,163391,351.74,219,456.75,0.1
905,163641,707.69,250,460.55,0.1
906,163891,627.57,250,464.21,0.1
907,164068,138.16,177,462.09,0.1
908,164318,737.37,250,461.89,0.1
909,164568,398.41,250,463.57,0.1
910,164818,388.82,250,461.82,0.1
911,165068,515.94,250,464.0,0.1
912,165318,709.19,250,464.52,0.1
913,165568,505.46,250,463.47,0.1
914,165724,121.14,156,461.81,0.1
915,165974,672.73,250,465.31,0.1
916,166224,687.23,250,466.95,0.1
917,166474,453.94,250,468.02,0.1
918,166724,760.63,250,468.03,0.1
919,166974,373.68,250,466.84,0.1
920,167107,97.8,133,467.25,0.1
921,167173,84.51,66,462.33,0.1
922,167423,607.69,250,463.45,0.1
923,167673,866.42,250,466.58,0.1
924,167923,513.79,250,467.22,0.1
925,168170,215.67,247,463.58,0.1
926,168420,438.78,250,464.69,0.1
927,168670,476.27,250,463.44,0.1
928,168920,647.69,250,465.73,0.1
929,169170,702.59,250,466.76,0.1
930,169420,516.57,250,468.89,0.1
931,169606,244.51,186,469.77,0.1
932,169856,431.77,250,467.75,0.1
933,170106,534.51,250,465.44,0.1
934,170356,488.24,250,469.3,0.1
935,170597,324.23,241,466.14,0.1
936,170847,502.84,250,465.16,0.1
937,171097,820.14,250,469.23,0.1
938,171347,592.03,250,472.14,0.1
939,171489,108.57,142,467.58,0.1
940,171739,311.15,250,467.07,0.1
941,171989,635.19,250,465.71,0.1
942,172239,654.33,250,468.31,0.1
943,172454,149.52,215,465.37,0.1
944,172704,328.57,250,466.61,0.1
945,172954,712.27,250,471.96,0.1
946,173204,455.92,250,469.65,0.1
947,173454,398.43,250,467.41,0.1
948,173668,396.97,214,471.04,0.1
949,173918,531.23,250,472.29,0.1
950,174168,195.03,250,473.4,0.1
951,174418,452.8,250,475.81,0.1
952,174668,577.52,250,481.71,0.1
953,174918,404.69,250,480.35,0.1
954,175053,147.13,135,475.0,0.1
955,175303,514.5,250,479.78,0.1
956,175553,469.49,250,478.84,0.1
957,175707,355.91,154,476.48,0.1
958,175957,796.43,250,476.37,0.1
959,176207,572.47,250,480.77,0.1
960,176457,515.92,250,478.95,0.1
961,176707,525.85,250,481.13,0.1
962,176957,487.35,250,481.82,0.1
963,177207,816.67,250,482.51,0.1
964,177457,452.54,250,479.25,0.1
965,177707,559.37,250,478.41,0.1
966,177919,318.85,212,476.55,0.1
967,178169,812.35,250,480.36,0.1
968,178419,715.7,250,480.66,0.1
969,178669,410.9,250,480.66,0.1
970,178845,301.61,176,479.19,0.1
971,179095,767.6,250,482.78,0.1
972,179345,597.75,250,483.59,0.1
973,179595,240.76,250,480.08,0.1
974,179845,597.08,250,481.44,0.1
975,180095,821.35,250,487.88,0.1
976,180296,287.01,201,488.73,0.1
977,180546,623.47,250,491.61,0.1
978,180796,867.15,250,494.46,0.1
979,181046,531.97,250,496.68,0.1
980,181296,276.21,250,496.06,0.1
981,181546,411.9,250,498.15,0.1
982,181796,441.92,250,500.29,0.1
983,182021,417.25,225,499.84,0.1
984,182271,690.0,250,501.63,0.1
985,182521,396.27,250,499.24,0.1
986,182771,548.35,250,496.54,0.1
987,183021,748.38,250,497.64,0.1
988,183224,264.59,203,495.51,0.1
989,183320,229.87,96,492.55,0.1
990,183570,697.1,250,495.88,0.1
991,183820,479.29,250,497.86,0.1
992,184070,807.53,250,502.52,0.1
993,184320,728.57,250,505.21,0.1
994,184570,867.21,250,510.22,0.1
995,184769,356.21,199,506.16,0.1
996,185019,482.28,250,502.71,0.1
997,185269,632.31,250,504.89,0.1
998,185519,854.23,250,506.2,0.1
999,185769,850.16,250,507.08,0.1
1000,186019,687.5,250,506.32,0.1
1001,186222,324.94,203,506.03,0.1
1002,186472,689.47,250,508.48,0.1
1003,186722,609.46,250,511.66,0.1
1004,186972,286.71,250,511.01,0.1
1005,187173,434.64,201,508.28,0.1
1006,187423,362.96,250,505.63,0.1
1007,187660,316.96,237,507.42,0.1
1008,187910,719.11,250,507.24,0.1
1009,188160,787.72,250,511.13,0.1
1010,188410,399.2,250,511.24,0.1
1011,188660,607.64,250,512.15,0.1
1012,188857,313.61,197,508.2,0.1
1013,189107,633.91,250,509.48,0.1
1014,189357,295.1,250,511.22,0.1
1015,189607,466.78,250,509.16,0.1
1016,189857,586.01,250,508.15,0.1
1017,190107,708.58,250,510.7,0.1
1018,190357,642.16,250,509.51,0.1
1019,190607,697.91,250,512.75,0.1
1020,190857,308.55,250,514.86,0.1
1021,191107,870.04,250,522.72,0.1
1022,191357,468.68,250,521.33,0.1
1023,191607,491.64,250,517.58,0.1
1024,191828,429.99,221,516.74,0.1
1025,192078,451.37,250,519.1,0.1
1026,192328,726.67,250,521.98,0.1
1027,192578,771.62,250,524.93,0.1
1028,192828,806.57,250,526.52,0.1
1029,193078,634.69,250,525.84,0.1
1030,193328,471.93,250,525.39,0.1
1031,193578,618.31,250,529.13,0.1
1032,193798,254.66,220,527.36,0.1
1033,194048,833.59,250,530.35,0.1
1034,194298,727.84,250,532.75,0.1
1035,194548,741.91,250,536.92,0.1
1036,194798,479.58,250,536.69,0.1
1037,195048,459.33,250,533.08,0.1
1038,195229,340.01,181,530.56,0.1
1039,195394,301.67,165,532.49,0.1
1040,195644,692.08,250,536.3,0.1
1041,195813,185.73,169,531.81,0.1
1042,196063,532.26,250,530.59,0.1
1043,196313,215.07,250,531.24,0.1
1044,196563,194.93,250,529.91,0.1
1045,196813,708.43,250,529.87,0.1
1046,197063,731.08,250,532.62,0.1
1047,197313,487.79,250,533.51,0.1
1048,197563,756.09,250,537.11,0.1
1049,197813,271.79,250,534.51,0.1
1050,198063,359.65,250,536.16,0.1
1051,198313,418.27,250,535.81,0.1
1052,198563,768.51,250,537.72,0.1
1053,198773,362.37,210,537.3,0.1
1054,198967,437.65,194,540.2,0.1
1055,199200,445.71,233,539.52,0.1
1056,199450,733.33,250,542.15,0.1
1057,199700,787.32,250,546.47,0.1
1058,199950,804.58,250,546.55,0.1
1059,200200,782.35,250,548.65,0.1
1060,200450,596.08,250,549.45,0.1
1061,200700,858.33,250,552.78,0.1
1062,200950,775.92,250,555.66,0.1
1063,201173,334.41,223,550.84,0.1
1064,201423,717.63,250,553.49,0.1
1065,201673,863.86,250,556.53,0.1
1066,201923,590.48,250,559.25,0.1
1067,202173,643.06,250,557.56,0.1
1068,202423,631.39,250,556.71,0.1
1069,202673,650.66,250,559.11,0.1
1070,202923,480.52,250,560.9,0.1
1071,203158,446.54,235,557.69,0.1
1072,203408,526.2,250,556.98,0.1
1073,203658,775.46,250,562.32,0.1
1074,203876,389.31,218,560.24,0.1
1075,204028,38.49,152,552.42,0.1
1076,204278,500.68,250,554.55,0.1
1077,204420,475.21,142,553.07,0.1
1078,204670,829.03,250,552.69,0.1
1079,204920,273.83,250,550.11,0.1
1080,205146,290.07,226,550.25,0.1
1081,205396,486.1,250,550.99,0.1
1082,205646,796.3,250,554.53,0.1
1083,205896,849.64,250,558.86,0.1
1084,206146,591.8,250,557.87,0.1
1085,206396,296.1,250,556.87,0.1
1086,206646,800.64,250,559.39,0.1
1087,206896,401.48,250,555.93,0.1
1088,207146,719.11,250,560.47,0.1
1089,207396,589.78,250,564.07,0.1
1090,207646,474.07,250,561.84,0.1
1091,207896,631.39,250,563.36,0.1
1092,208102,209.71,206,557.38,0.1
1093,208321,1012.4,219,560.22,0.1
1094,208571,544.95,250,557.0,0.1
1095,208821,415.04,250,557.59,0.1
1096,209071,799.64,250,560.76,0.1
1097,209321,387.27,250,558.31,0.1
1098,209565,377.32,244,553.54,0.1
1099,209815,708.95,250,552.13,0.1
1100,210065,878.26,250,554.04,0.1
1101,210315,735.29,250,558.14,0.1
1102,210565,568.03,250,556.93,0.1
1103,210815,817.76,250,559.01,0.1
1104,211065,769.4,250,563.84,0.1
1105,211315,765.94,250,567.15,0.1
1106,211554,428.59,239,567.8,0.1
1107,211804,418.51,250,568.82,0.1
1108,212054,675.09,250,568.38,0.1
1109,212304,375.31,250,564.26,0.1
1110,212452,77.89,148,561.04,0.1
1111,212702,619.72,250,561.16,0.1
1112,212952,695.05,250,564.98,0.1
1113,213095,93.96,143,559.58,0.1
1114,213345,480.07,250,561.43,0.1
1115,213595,412.37,250,560.88,0.1
1116,213845,400.0,250,559.02,0.1
1117,214095,578.46,250,557.72,0.1
1118,214323,525.77,228,556.56,0.1
1119,214573,685.02,250,556.43,0.1
1120,214823,712.08,250,560.47,0.1
1121,215073,716.46,250,558.93,0.1
1122,215323,809.72,250,562.34,0.1
1123,215490,131.46,167,558.74,0.1
1124,215679,437.41,189,558.81,0.1
1125,215929,790.03,250,562.2,0.1
1126,216179,527.66,250,560.21,0.1
1127,216429,673.2,250,559.22,0.1
1128,216679,494.83,250,556.11,0.1
1129,216894,387.79,215,553.64,0.1
1130,217144,832.33,250,557.24,0.1
1131,217327,172.27,183,552.78,0.1
1132,217577,820.0,250,558.44,0.1
1133,217827,602.82,250,556.13,0.1
1134,218077,534.97,250,554.2,0.1
1135,218327,609.43,250,552.87,0.1
1136,218577,602.61,250,554.1,0.1
1137,218827,854.39,250,558.06,0.1
1138,219077,397.86,250,558.63,0.1
1139,219249,313.78,172,558.75,0.1
1140,219499,859.46,250,560.43,0.1
1141,219749,819.3,250,566.76,0.1
1142,219999,726.92,250,568.71,0.1
1143,220249,687.46,250,573.43,0.1
1144,220473,377.48,224,575.26,0.1
1145,220723,578.93,250,573.97,0.1
1146,220973,649.14,250,573.15,0.1
1147,221223,846.71,250,576.74,0.1
1148,221473,549.66,250,574.67,0.1
1149,221723,530.23,250,577.26,0.1
1150,221973,520.06,250,578.86,0.1
1151,222213,577.89,240,580.46,0.1
1152,222463,634.95,250,579.12,0.1
1153,222614,86.45,151,576.36,0.1
1154,222864,595.65,250,577.94,0.1
1155,223114,425.25,250,577.74,0.1
1156,223364,700.66,250,577.41,0.1
1157,223614,784.76,250,577.38,0.1
1158,223864,729.35,250,576.63,0.1
1159,224114,685.48,250,575.66,0.1
1160,224364,869.18,250,578.39,0.1
1161,224614,465.36,250,574.46,0.1
1162,224788,229.47,174,569.0,0.1
1163,225038,415.25,250,569.81,0.1
1164,225288,741.92,250,570.05,0.1
1165,225538,370.48,250,565.12,0.1
1166,225738,253.37,200,561.75,0.1
1167,225988,849.42,250,563.81,0.1
1168,226238,773.56,250,565.23,0.1
1169,226455,274.08,217,561.47,0.1
1170,226661,334.31,206,560.0,0.1
1171,226911,781.68,250,563.35,0.1
1172,227161,427.78,250,562.37,0.1
1173,227411,555.53,250,560.17,0.1
1174,227661,595.36,250,562.23,0.1
1175,227911,464.71,250,566.49,0.1
1176,228161,482.71,250,566.31,0.1
1177,228399,451.97,238,566.08,0.1
1178,228649,319.3,250,560.98,0.1
1179,228799,396.42,150,562.21,0.1
1180,229049,823.39,250,567.54,0.1
1181,229242,285.51,193,565.54,0.1
1182,229492,536.67,250,562.94,0.1
1183,229742,512.78,250,559.57,0.1
1184,229992,436.46,250,558.02,0.1
1185,230242,736.5,250,562.42,0.1
1186,230492,631.79,250,560.74,0.1
1187,230742,489.09,250,561.61,0.1
1188,230992,804.76,250,562.47,0.1
1189,231143,124.36,151,557.81,0.1
1190,231299,125.9,156,554.33,0.1
1191,231477,367.45,178,551.69,0.1
1192,231727,875.9,250,558.35,0.1
1193,231977,873.77,250,556.97,0.1
1194,232227,593.73,250,557.46,0.1
1195,232477,681.48,250,560.12,0.1
1196,232640,221.62,163,554.34,0.1
1197,232890,327.01,250,553.74,0.1
1198,233140,485.03,250,554.81,0.1
1199,233390,526.91,250,552.99,0.1
1200,233640,775.86,250,551.97,0.1
1201,233890,717.49,250,551.79,0.1
1202,234140,856.67,250,554.68,0.1
1203,234390,835.16,250,554.85,0.1
1204,234640,537.99,250,552.54,0.1
1205,234890,350.45,250,548.38,0.1
1206,235061,252.59,171,546.62,0.1
1207,235303,418.13,242,546.62,0.1
1208,235539,296.78,236,542.84,0.1
1209,235789,428.7,250,543.37,0.1
1210,236039,626.11,250,548.85,0.1
1211,236243,400.79,204,546.66,0.1
1212,236493,722.64,250,546.94,0.1
1213,236722,366.31,229,549.66,0.1
1214,236972,492.59,250,549.79,0.1
1215,237222,692.21,250,552.59,0.1
1216,237416,252.28,194,551.11,0.1
1217,237666,524.61,250,550.57,0.1
1218,237916,392.06,250,549.23,0.1
1219,238166,589.55,250,548.28,0.1
1220,238416,425.77,250,545.42,0.1
1221,238590,259.41,174,540.85,0.1
1222,238743,95.94,153,533.71,0.1
1223,238993,799.25,250,540.39,0.1
1224,239243,860.47,250,544.62,0.1
1225,239416,323.9,173,539.95,0.1
1226,239644,393.02,228,538.61,0.1
1227,239894,584.54,250,537.72,0.1
1228,240144,559.72,250,538.37,0.1
1229,240394,633.54,250,540.83,0.1
1230,240644,832.66,250,540.83,0.1
1231,240894,850.0,250,547.61,0.1
1232,241144,756.6,250,546.97,0.1
1233,241394,864.21,250,549.59,0.1
1234,241644,808.47,250,552.32,0.1
1235,241894,836.09,250,554.59,0.1
1236,242144,804.76,250,556.61,0.1
1237,242394,870.43,250,556.77,0.1
1238,242644,829.88,250,561.09,0.1
1239,242894,786.79,250,565.82,0.1
1240,243144,540.41,250,562.63,0.1
1241,243394,598.05,250,560.42,0.1
1242,243644,782.15,250,560.97,0.1
1243,243894,789.29,250,561.99,0.1
1244,244144,311.76,250,561.33,0.1
1245,244394,406.02,250,559.6,0.1
1246,244644,490.77,250,558.02,0.1
1247,244894,677.05,250,556.32,0.1
1248,245034,103.06,140,551.86,0.1
1249,245284,566.67,250,552.22,0.1
1250,245534,353.95,250,550.56,0.1
1251,245784,789.63,250,552.68,0.1
1252,245965,294.04,181,549.27,0.1
1253,246215,340.02,250,551.8,0.1
1254,246465,797.81,250,553.83,0.1
1255,246715,704.6,250,556.62,0.1
1256,246965,644.68,250,556.06,0.1
1257,247215,682.18,250,555.03,0.1
1258,247465,832.62,250,556.07,0.1
1259,247715,673.89,250,555.95,0.1
1260,247917,250.22,202,549.76,0.1
1261,248167,618.52,250,551.29,0.1
1262,248315,149.82,148,550.5,0.1
1263,248565,872.33,250,555.07,0.1
1264,248778,368.09,213,551.33,0.1
1265,249028,774.13,250,555.37,0.1
1266,249278,409.03,250,556.92,0.1
1267,249528,770.18,250,556.13,0.1
1268,249778,436.59,250,552.76,0.1
1269,250028,660.12,250,556.62,0.1
1270,250278,643.33,250,559.71,0.1
1271,250510,523.14,232,557.13,0.1
1272,250760,729.92,250,560.15,0.1
1273,251010,794.92,250,562.54,0.1
1274,251260,461.59,250,561.2,0.1
1275,251510,732.76,250,563.88,0.1
1276,251760,494.41,250,564.0,0.1
1277,252010,794.41,250,567.42,0.1
1278,252260,222.37,250,566.46,0.1
1279,252510,498.19,250,567.47,0.1
1280,252720,328.02,210,562.52,0.1
1281,252905,190.26,185,561.57,0.1
1282,253155,703.28,250,563.23,0.1
1283,253405,384.24,250,561.95,0.1
1284,253655,576.38,250,563.35,0.1
1285,253905,622.03,250,562.2,0.1
1286,254155,809.71,250,563.98,0.1
1287,254405,364.29,250,562.73,0.1
1288,254606,259.9,201,557.28,0.1
1289,254856,563.38,250,561.67,0.1
1290,255106,574.33,250,566.16,0.1
1291,255356,798.95,250,570.47,0.1
1292,255606,471.43,250,566.43,0.1
1293,255819,420.38,213,561.9,0.1
1294,256069,742.7,250,563.38,0.1
1295,256319,649.02,250,563.06,0.1
1296,256569,857.14,250,569.42,0.1
1297,256635,138.34,66,567.53,0.1
1298,256885,495.82,250,567.64,0.1
1299,257135,673.52,250,569.1,0.1
1300,257385,757.14,250,568.92,0.1
1301,257635,595.21,250,567.69,0.1
1302,257885,520.07,250,564.33,0.1
1303,258135,759.37,250,563.57,0.1
1304,258385,415.46,250,562.34,0.1
1305,258635,651.75,250,565.36,0.1
1306,258885,698.17,250,569.81,0.1
1307,259135,318.01,250,568.81,0.1
1308,259385,654.78,250,572.39,0.1
1309,259635,542.17,250,573.53,0.1
1310,259885,386.49,250,571.13,0.1
1311,260109,327.91,224,570.4,0.1
1312,260359,574.07,250,568.92,0.1
1313,260609,768.97,250,572.94,0.1
1314,260859,492.72,250,572.94,0.1
1315,261109,294.74,250,568.97,0.1
1316,261359,693.22,250,573.38,0.1
1317,261558,340.33,199,571.53,0.1
1318,261808,559.5,250,573.21,0.1
1319,262058,740.47,250,574.72,0.1
1320,262308,722.53,250,577.69,0.1
1321,262558,592.58,250,581.02,0.1
1322,262808,387.72,250,583.94,0.1
1323,263058,827.08,250,584.21,0.1
1324,263308,871.22,250,584.32,0.1
1325,263558,416.42,250,585.25,0.1
1326,263808,749.6,250,588.81,0.1
1327,264058,823.57,250,591.2,0.1
1328,264308,445.77,250,590.06,0.1
1329,264558,389.86,250,587.63,0.1
1330,264738,170.11,180,581.0,0.1
1331,264988,662.77,250,579.13,0.1
1332,265238,705.67,250,578.62,0.1
1333,265488,553.47,250,575.51,0.1
1334,265721,459.25,233,572.02,0.1
1335,265912,292.18,191,566.58,0.1
1336,266162,718.49,250,565.72,0.1
1337,266341,210.03,179,559.11,0.1
1338,266591,837.96,250,559.19,0.1
1339,266841,280.95,250,554.14,0.1
1340,267091,654.21,250,555.27,0.1
1341,267341,330.15,250,552.59,0.1
1342,267569,316.07,228,547.93,0.1
1343,267819,745.02,250,547.49,0.1
1344,268069,767.31,250,552.05,0.1
1345,268319,340.4,250,551.39,0.1
1346,268569,762.75,250,554.11,0.1
1347,268819,693.55,250,554.28,0.1
1348,269069,828.33,250,561.53,0.1
1349,269319,822.18,250,564.08,0.1
1350,269569,775.46,250,568.3,0.1
1351,269707,114.24,138,561.54,0.1
1352,269957,650.87,250,565.11,0.1
1353,270207,840.97,250,570.12,0.1
1354,270457,735.62,250,569.5,0.1
1355,270707,771.19,250,570.17,0.1
1356,270860,183.58,153,565.55,0.1
1357,271110,337.64,250,562.11,0.1
1358,271360,481.99,250,558.6,0.1
1359,271610,845.53,250,560.32,0.1
1360,271860,770.18,250,565.52,0.1
1361,272110,613.29,250,565.47,0.1
1362,272299,230.1,189,566.27,0.1
1363,272549,814.59,250,565.69,0.1
1364,272799,361.3,250,565.62,0.1
1365,273049,729.43,250,565.18,0.1
1366,273299,869.58,250,569.78,0.1
1367,273549,726.25,250,569.34,0.1
1368,273799,840.4,250,573.38,0.1
1369,273978,282.35,179,569.6,0.1
1370,274228,496.97,250,568.14,0.1
1371,274478,782.35,250,570.73,0.1
1372,274728,378.14,250,567.21,0.1
1373,274978,639.93,250,565.67,0.1
1374,275170,247.45,192,563.52,0.1
1375,275420,681.14,250,563.01,0.1
1376,275670,870.04,250,566.76,0.1
1377,275920,715.6,250,565.98,0.1
1378,276110,314.41,190,566.9,0.1
1379,276360,440.37,250,566.32,0.1
1380,276610,839.29,250,571.43,0.1
1381,276860,601.0,250,575.54,0.1
1382,277110,671.22,250,575.22,0.1
1383,277315,424.9,205,575.62,0.1
1384,277565,558.86,250,575.45,0.1
1385,277685,19.57,120,569.42,0.1
1386,277935,638.18,250,567.71,0.1
1387,278185,517.74,250,569.24,0.1
1388,278435,607.64,250,572.72,0.1
1389,278685,361.04,250,570.7,0.1
1390,278935,653.62,250,571.49,0.1
