episode,step,reward,length,running_avg,epsilon
286,37076,-11.2,100,-1.46,0.6663
287,37196,1.95,120,-1.82,0.6652
288,37296,-19.93,100,-2.0,0.6643
289,37397,-6.04,101,-2.0,0.6634
290,37514,5.24,117,-1.89,0.6624
291,37617,-3.03,103,-1.86,0.6615
292,37827,100.62,210,-0.85,0.6596
293,37927,-19.62,100,-0.97,0.6587
294,38073,16.36,146,-0.62,0.6574
295,38199,-1.72,126,-0.64,0.6562
296,38335,10.73,136,-0.46,0.655
297,38457,-7.42,122,-0.49,0.6539
298,38578,-2.3,121,-0.41,0.6528
299,38678,-19.87,100,-0.66,0.6519
300,38778,-15.0,100,-0.81,0.651
301,38960,5.02,182,-0.65,0.6494
302,39060,-12.97,100,-0.74,0.6485
303,39194,4.67,134,-0.76,0.6473
304,39311,-3.0,117,-0.88,0.6462
305,39420,-5.14,109,-0.82,0.6452
306,39520,-11.33,100,-0.87,0.6443
307,39667,23.74,147,-0.66,0.643
308,39768,-9.15,101,-0.71,0.6421
309,40018,23.67,250,-0.3,0.6398
310,40132,9.45,114,-0.06,0.6388
311,40265,-6.03,133,-0.13,0.6376
312,40465,16.55,200,0.16,0.6358
313,40588,-11.14,123,-0.08,0.6347
314,40771,-5.57,183,-0.09,0.6331
315,40977,76.62,206,0.77,0.6312
316,41216,-4.69,239,0.89,0.6291
317,41344,11.76,128,1.15,0.6279
318,41462,4.25,118,1.09,0.6269
319,41712,25.0,250,1.35,0.6246
320,41924,44.23,212,1.67,0.6227
321,42067,16.33,143,1.89,0.6214
322,42167,-15.78,100,1.56,0.6205
323,42302,-6.03,135,1.46,0.6193
324,42552,51.52,250,1.9,0.617
325,42652,-13.94,100,1.78,0.6161
326,42753,-8.25,101,1.76,0.6152
327,43000,48.59,247,2.3,0.613
328,43134,19.47,134,2.72,0.6118
329,43292,4.6,158,2.8,0.6104
330,43542,48.0,250,3.26,0.6081
331,43680,0.26,138,3.31,0.6069
332,43794,12.42,114,3.45,0.6059
333,43966,-1.69,172,3.13,0.6043
334,44109,2.25,143,3.11,0.603
335,44209,-16.43,100,3.01,0.6021
336,44368,-3.95,159,2.99,0.6007
337,44579,3.84,211,3.18,0.5988
338,44679,-10.37,100,3.1,0.5979
339,44823,2.66,144,3.23,0.5966
340,44954,-6.77,131,3.34,0.5954
341,45073,3.89,119,3.31,0.5944
342,45210,32.4,137,3.71,0.5931
343,45367,38.32,157,4.13,0.5917
344,45617,76.47,250,4.94,0.5895
345,45749,33.79,132,5.27,0.5883
346,45871,10.37,122,5.46,0.5872
347,46121,92.45,250,6.34,0.5849
348,46281,-9.69,160,6.16,0.5835
349,46382,-7.19,101,5.93,0.5826
350,46501,-3.64,119,5.85,0.5815
351,46751,57.23,250,6.46,0.5793
352,46859,-1.4,108,6.28,0.5783
353,47035,22.93,176,6.52,0.5767
354,47258,16.06,223,6.72,0.5747
355,47358,-14.91,100,6.58,0.5738
356,47608,67.26,250,7.23,0.5715
357,47740,11.62,132,7.33,0.5703
358,47990,69.55,250,7.95,0.5681
359,48091,-6.94,101,8.01,0.5672
360,48246,-3.71,155,8.15,0.5658
361,48356,5.34,110,8.16,0.5648
362,48462,-4.21,106,8.16,0.5639
363,48712,115.02,250,9.33,0.5616
364,48867,42.25,155,9.76,0.5602
365,48980,7.23,113,9.88,0.5592
366,49219,-6.86,239,9.85,0.557
367,49392,-6.92,173,9.88,0.5555
368,49591,-5.87,199,9.94,0.5537
369,49768,15.87,177,10.05,0.5521
370,50018,73.01,250,10.86,0.5498
371,50181,27.16,163,11.12,0.5484
372,50305,24.43,124,11.14,0.5473
373,50436,13.61,131,11.24,0.5461
374,50537,-7.72,101,11.11,0.5452
375,50647,-3.32,110,11.21,0.5442
376,50882,46.17,235,11.68,0.5421
377,51026,13.14,144,11.98,0.5408
378,51233,29.88,207,11.96,0.5389
379,51403,55.38,170,12.71,0.5374
380,51503,-18.95,100,12.56,0.5365
381,51738,50.88,235,12.78,0.5344
382,51988,175.17,250,14.55,0.5321
383,52106,14.17,118,14.77,0.5311
384,52216,-0.0,110,14.84,0.5301
385,52401,12.6,185,14.84,0.5284
386,52541,-14.21,140,14.81,0.5271
387,52641,-20.04,100,14.59,0.5262
388,52756,9.64,115,14.88,0.5252
389,53006,120.78,250,16.15,0.523
390,53256,120.64,250,17.31,0.5207
391,53434,35.03,178,17.69,0.5191
392,53684,51.72,250,17.2,0.5169
393,53882,5.77,198,17.45,0.5151
394,54015,14.32,133,17.43,0.5139
395,54135,4.62,120,17.49,0.5128
396,54251,-1.24,116,17.37,0.5117
397,54384,15.07,133,17.6,0.5106
398,54515,3.33,131,17.66,0.5094
399,54765,36.2,250,18.22,0.5071
400,54894,14.47,129,18.51,0.506
401,55015,18.27,121,18.64,0.5049
402,55190,15.95,175,18.93,0.5033
403,55290,-18.9,100,18.7,0.5024
404,55443,22.24,153,18.95,0.501
405,55553,-0.99,110,18.99,0.5
406,55682,22.93,129,19.33,0.4989
407,55932,138.1,250,20.48,0.4966
408,56032,-10.78,100,20.46,0.4957
409,56167,-10.52,135,20.12,0.4945
410,56417,65.58,250,20.68,0.4923
411,56601,52.65,184,21.27,0.4906
412,56851,44.2,250,21.54,0.4883
413,56989,9.32,138,21.75,0.4871
414,57239,81.17,250,22.62,0.4849
415,57377,16.26,138,22.01,0.4836
416,57495,10.15,118,22.16,0.4826
417,57617,3.66,122,22.08,0.4815
418,57732,4.0,115,22.08,0.4804
419,57857,-5.48,125,21.77,0.4793
420,58107,65.64,250,21.99,0.477
421,58357,106.08,250,22.88,0.4748
422,58607,87.25,250,23.91,0.4725
423,58857,105.57,250,25.03,0.4703
424,59029,64.75,172,25.16,0.4687
425,59279,124.76,250,26.55,0.4665
426,59410,-13.11,131,26.5,0.4653
427,59660,78.14,250,26.8,0.4631
428,59765,-5.09,105,26.55,0.4621
429,60015,31.23,250,26.82,0.4599
430,60115,-20.39,100,26.13,0.459
431,60276,73.85,161,26.87,0.4575
432,60514,26.83,238,27.01,0.4554
433,60614,-10.91,100,26.92,0.4545
434,60747,-3.64,133,26.86,0.4533
435,60866,8.74,119,27.11,0.4522
436,61057,43.46,191,27.59,0.4505
437,61170,-4.66,113,27.5,0.4495
438,61331,20.52,161,27.81,0.448
439,61562,112.37,231,28.91,0.446
440,61737,51.5,175,29.49,0.4444
441,61958,33.63,221,29.79,0.4424
442,62059,-5.92,101,29.41,0.4415
443,62240,0.45,181,29.03,0.4398
444,62490,108.19,250,29.34,0.4376
445,62740,127.72,250,30.28,0.4353
446,62977,53.13,237,30.71,0.4332
447,63187,66.74,210,30.45,0.4313
448,63437,154.24,250,32.09,0.4291
449,63582,36.59,145,32.53,0.4278
450,63781,50.4,199,33.07,0.426
451,63998,108.56,217,33.58,0.424
452,64098,-15.8,100,33.44,0.4231
453,64273,23.43,175,33.45,0.4216
454,64449,52.21,176,33.81,0.42
455,64639,-6.16,190,33.89,0.4183
456,64771,11.47,132,33.34,0.4171
457,65005,92.97,234,34.15,0.415
458,65255,124.85,250,34.7,0.4127
459,65483,45.68,228,35.23,0.4107
460,65693,80.82,210,36.07,0.4088
461,65793,-12.22,100,35.9,0.4079
462,66036,61.38,243,36.55,0.4057
463,66286,168.11,250,37.09,0.4034
464,66536,150.0,250,38.16,0.4012
465,66637,-9.58,101,38.0,0.4003
466,66887,240.23,250,40.47,0.398
467,67018,21.67,131,40.75,0.3968
468,67163,24.73,145,41.06,0.3955
469,67301,31.47,138,41.21,0.3943
470,67438,40.44,137,40.89,0.3931
471,67595,32.94,157,40.95,0.3917
472,67728,33.94,133,41.04,0.3905
473,67909,45.53,181,41.36,0.3888
474,68074,42.11,165,41.86,0.3873
475,68217,51.45,143,42.41,0.3861
476,68467,191.1,250,43.86,0.3838
477,68612,50.84,145,44.23,0.3825
478,68713,-7.94,101,43.85,0.3816
479,68831,5.09,118,43.35,0.3805
480,69081,145.35,250,44.99,0.3783
481,69331,151.08,250,46.0,0.376
482,69581,157.35,250,45.82,0.3738
483,69753,22.11,172,45.9,0.3722
484,69886,29.18,133,46.19,0.371
485,70006,23.16,120,46.3,0.37
486,70135,77.51,129,47.21,0.3688
487,70385,191.37,250,49.33,0.3665
488,70549,41.3,164,49.64,0.3651
489,70799,210.13,250,50.54,0.3628
490,70942,17.08,143,49.5,0.3615
491,71086,41.38,144,49.56,0.3602
492,71186,-19.22,100,48.85,0.3593
493,71319,42.89,133,49.23,0.3581
494,71569,149.17,250,50.57,0.3559
495,71761,100.15,192,51.53,0.3542
496,72011,102.17,250,52.56,0.3519
497,72232,61.08,221,53.02,0.3499
498,72389,99.15,157,53.98,0.3485
499,72639,234.44,250,55.96,0.3463
500,72881,132.07,242,57.14,0.3441
501,73131,201.23,250,58.97,0.3418
502,73381,95.88,250,59.77,0.3396
503,73631,139.86,250,61.36,0.3373
504,73762,38.51,131,61.52,0.3362
505,74012,267.55,250,64.21,0.3339
506,74262,173.68,250,65.71,0.3317
507,74512,222.98,250,66.56,0.3294
508,74664,83.04,152,67.5,0.328
509,74914,208.2,250,69.69,0.3258
510,75164,142.04,250,70.45,0.3235
511,75414,151.59,250,71.44,0.3213
512,75565,14.81,151,71.15,0.3199
513,75815,194.67,250,73.0,0.3177
514,76063,56.29,248,72.75,0.3154
515,76313,202.06,250,74.61,0.3132
516,76461,43.82,148,74.95,0.3119
517,76711,136.42,250,76.27,0.3096
518,76961,241.25,250,78.65,0.3074
519,77151,114.0,190,79.84,0.3056
520,77401,267.04,250,81.86,0.3034
521,77651,224.22,250,83.04,0.3012
522,77901,235.75,250,84.52,0.2989
523,78151,128.13,250,84.75,0.2966
524,78312,78.06,161,84.88,0.2952
525,78562,153.28,250,85.17,0.293
526,78812,234.44,250,87.64,0.2907
527,79024,129.56,212,88.16,0.2888
528,79274,153.21,250,89.74,0.2865
529,79524,337.96,250,92.81,0.2843
530,79699,62.5,175,93.63,0.2827
531,79912,137.43,213,94.27,0.2808
532,80109,102.71,197,95.03,0.279
533,80304,47.71,195,95.62,0.2773
534,80554,158.69,250,97.24,0.275
535,80804,260.42,250,99.76,0.2728
536,80993,100.1,189,100.32,0.2711
537,81149,45.8,156,100.83,0.2697
538,81265,2.02,116,100.64,0.2686
539,81405,48.28,140,100.0,0.2674
540,81655,168.46,250,101.17,0.2651
541,81905,136.64,250,102.2,0.2629
542,82155,144.97,250,103.71,0.2606
543,82405,35.89,250,104.06,0.2584
544,82574,56.96,169,103.55,0.2568
545,82799,76.75,225,103.04,0.2548
546,83049,306.84,250,105.58,0.2526
547,83196,40.22,147,105.31,0.2512
548,83446,209.21,250,105.86,0.249
549,83669,159.08,223,107.09,0.247
550,83919,235.55,250,108.94,0.2447
551,84169,139.86,250,109.25,0.2425
552,84419,201.95,250,111.43,0.2402
553,84669,220.51,250,113.4,0.238
554,84919,268.82,250,115.57,0.2357
555,85169,180.86,250,117.44,0.2335
556,85419,256.99,250,119.89,0.2312
557,85669,227.38,250,121.24,0.229
558,85919,377.97,250,123.77,0.2267
559,86169,333.02,250,126.64,0.2245
560,86419,355.52,250,129.39,0.2222
561,86669,260.97,250,132.12,0.22
562,86919,190.97,250,133.42,0.2177
563,87070,120.34,151,132.94,0.2164
564,87272,167.32,202,133.11,0.2146
565,87522,256.16,250,135.77,0.2123
566,87772,465.84,250,138.02,0.2101
567,88022,594.98,250,143.76,0.2078
568,88272,118.1,250,144.69,0.2056
569,88522,558.74,250,149.96,0.2033
570,88772,218.34,250,151.74,0.2011
571,89022,361.79,250,155.03,0.1988
572,89272,416.89,250,158.86,0.1966
573,89522,429.62,250,162.7,0.1943
574,89666,97.69,144,163.26,0.193
575,89916,349.03,250,166.23,0.1908
576,90166,380.14,250,168.12,0.1885
577,90416,468.56,250,172.3,0.1863
578,90546,127.88,130,173.66,0.1851
579,90796,419.13,250,177.8,0.1828
580,91046,279.63,250,179.14,0.1806
581,91296,362.59,250,181.26,0.1783
582,91546,465.64,250,184.34,0.1761
583,91796,318.71,250,187.31,0.1738
584,91991,292.98,195,189.94,0.1721
585,92241,555.74,250,195.27,0.1698
586,92491,433.59,250,198.83,0.1676
587,92707,252.51,216,199.44,0.1656
588,92856,80.49,149,199.83,0.1643
589,93106,615.28,250,203.89,0.1621
590,93336,387.55,230,207.59,0.16
591,93586,695.54,250,214.13,0.1577
592,93836,512.18,250,219.45,0.1555
593,94086,412.92,250,223.15,0.1532
594,94336,570.04,250,227.36,0.151
595,94482,81.7,146,227.17,0.1497
596,94732,513.92,250,231.29,0.1474
597,94982,434.65,250,235.02,0.1452
598,95232,259.48,250,236.63,0.1429
599,95482,275.86,250,237.04,0.1407
600,95731,234.69,249,238.07,0.1384
601,95924,106.12,193,237.12,0.1367
602,96174,534.67,250,241.51,0.1344
603,96424,381.85,250,243.92,0.1322
604,96674,548.28,250,249.02,0.1299
605,96821,122.34,147,247.57,0.1286
606,96964,109.58,143,246.93,0.1273
607,97214,347.94,250,248.18,0.1251
608,97464,614.86,250,253.5,0.1228
609,97714,704.43,250,258.46,0.1206
610,97964,524.56,250,262.28,0.1183
611,98214,364.99,250,264.42,0.1161
612,98464,510.04,250,269.37,0.1138
613,98714,520.13,250,272.63,0.1116
614,98964,580.3,250,277.87,0.1093
615,99214,624.53,250,282.09,0.1071
616,99464,725.08,250,288.9,0.1048
617,99714,575.59,250,293.29,0.1026
618,99964,409.32,250,294.98,0.1003
619,100214,721.17,250,301.05,0.1
620,100463,342.71,249,301.8,0.1
621,100713,575.96,250,305.32,0.1
622,100963,620.0,250,309.16,0.1
623,101213,606.27,250,313.95,0.1
624,101463,438.94,250,317.55,0.1
625,101713,751.49,250,323.54,0.1
626,101963,620.19,250,327.39,0.1
627,102213,690.21,250,333.0,0.1
628,102463,867.21,250,340.14,0.1
629,102713,257.81,250,339.34,0.1
630,102963,509.23,250,343.81,0.1
631,103213,601.82,250,348.45,0.1
632,103366,140.08,153,348.82,0.1
633,103616,430.35,250,352.65,0.1
634,103866,451.63,250,355.58,0.1
635,104116,617.53,250,359.15,0.1
636,104366,420.9,250,362.36,0.1
637,104616,587.5,250,367.78,0.1
638,104866,577.22,250,373.53,0.1
639,105116,637.2,250,379.42,0.1
640,105366,472.33,250,382.46,0.1
641,105616,648.3,250,387.57,0.1
642,105866,187.52,250,388.0,0.1
643,106108,312.73,242,390.77,0.1
644,106357,429.16,249,394.49,0.1
645,106607,342.54,250,397.15,0.1
646,106857,497.49,250,399.05,0.1
647,107107,756.06,250,406.21,0.1
648,107320,1015.1,213,414.27,0.1
649,107457,96.51,137,413.64,0.1
650,107707,469.02,250,415.98,0.1
651,107957,460.0,250,419.18,0.1
652,108207,816.67,250,425.33,0.1
653,108457,798.88,250,431.11,0.1
654,108707,355.97,250,431.98,0.1
655,108957,640.96,250,436.58,0.1
656,109207,374.69,250,437.76,0.1
657,109457,389.73,250,439.38,0.1
658,109656,334.78,199,438.95,0.1
659,109890,298.89,234,438.61,0.1
660,110140,254.01,250,437.6,0.1
661,110390,710.53,250,442.09,0.1
662,110609,320.43,219,443.39,0.1
663,110859,331.03,250,445.49,0.1
664,111109,680.22,250,450.62,0.1
665,111359,394.74,250,452.01,0.1
666,111595,290.48,236,450.25,0.1
667,111808,680.45,213,451.11,0.1
668,112058,375.76,250,453.68,0.1
669,112308,830.56,250,456.4,0.1
670,112529,331.89,221,457.54,0.1
671,112779,565.47,250,459.58,0.1
672,113029,555.52,250,460.96,0.1
673,113279,236.38,250,459.03,0.1
674,113529,788.51,250,465.94,0.1
675,113667,121.84,138,463.67,0.1
