device: mps
target network: ON (Nature 2015)
double DQN:     OFF (standard max target)
ep    10 | step     1221 | reward     6.88 | avg100    -1.86 | eps 0.989 | q     nan |   81.8 steps/s | 0.2 min
ep   730 | step   126484 | reward   827.27 | avg100   460.52 | eps 0.100 | q   61.22 |   57.8 steps/s | 36.4 min
ep   740 | step   128741 | reward   257.43 | avg100   464.96 | eps 0.100 | q   81.57 |   57.8 steps/s | 37.1 min
ep   750 | step   130964 | reward   311.24 | avg100   465.38 | eps 0.100 | q   81.03 |   57.1 steps/s | 38.2 min
ep   760 | step   133163 | reward   254.22 | avg100   454.17 | eps 0.100 | q   78.79 |   57.1 steps/s | 38.9 min
ep   770 | step   135569 | reward   556.96 | avg100   474.03 | eps 0.100 | q   84.17 |   57.1 steps/s | 39.5 min
ep   780 | step   137935 | reward   646.59 | avg100   473.14 | eps 0.100 | q   90.19 |   56.5 steps/s | 40.7 min
ep   790 | step   140416 | reward   295.19 | avg100   486.37 | eps 0.100 | q  106.64 |   56.5 steps/s | 41.4 min
ep   800 | step   142754 | reward   293.91 | avg100   485.97 | eps 0.100 | q  104.31 |   55.9 steps/s | 42.6 min
ep   810 | step   145193 | reward   333.67 | avg100   500.80 | eps 0.100 | q  112.69 |   55.9 steps/s | 43.3 min
ep   820 | step   147292 | reward    66.30 | avg100   504.04 | eps 0.100 | q  123.38 |   55.9 steps/s | 43.9 min
ep   830 | step   149719 | reward   385.80 | avg100   497.83 | eps 0.100 | q  117.70 |   55.9 steps/s | 44.6 min
ep   840 | step   151962 | reward   513.72 | avg100   502.58 | eps 0.100 | q  118.88 |   55.9 steps/s | 45.3 min
ep   850 | step   154165 | reward    94.85 | avg100   509.01 | eps 0.100 | q  129.58 |   56.0 steps/s | 45.9 min
ep   860 | step   156474 | reward    86.68 | avg100   528.41 | eps 0.100 | q  132.37 |   56.0 steps/s | 46.6 min
ep   870 | step   158893 | reward   841.18 | avg100   532.25 | eps 0.100 | q  129.67 |   56.0 steps/s | 47.3 min
ep   880 | step   161215 | reward   409.55 | avg100   535.19 | eps 0.100 | q  145.81 |   56.0 steps/s | 48.0 min
ep   890 | step   163530 | reward   527.45 | avg100   538.83 | eps 0.100 | q  145.65 |   56.0 steps/s | 48.7 min
ep   900 | step   166030 | reward   610.91 | avg100   543.39 | eps 0.100 | q  144.43 |   56.1 steps/s | 49.4 min
ep   910 | step   168470 | reward   564.54 | avg100   543.06 | eps 0.100 | q  138.58 |   56.1 steps/s | 50.1 min
ep   920 | step   170890 | reward   844.00 | avg100   562.52 | eps 0.100 | q  150.40 |   56.1 steps/s | 50.8 min
ep   930 | step   173341 | reward   761.70 | avg100   581.73 | eps 0.100 | q  152.25 |   56.1 steps/s | 51.5 min
ep   940 | step   175667 | reward    94.89 | avg100   591.60 | eps 0.100 | q  162.49 |   56.1 steps/s | 52.2 min
ep   950 | step   177996 | reward   278.88 | avg100   592.32 | eps 0.100 | q  156.86 |   56.1 steps/s | 52.9 min
ep   960 | step   180338 | reward   523.33 | avg100   595.29 | eps 0.100 | q  168.60 |   56.1 steps/s | 53.6 min
ep   970 | step   182721 | reward   636.55 | avg100   588.94 | eps 0.100 | q  179.19 |   56.1 steps/s | 54.3 min
ep   980 | step   185084 | reward   369.45 | avg100   597.37 | eps 0.100 | q  192.12 |   56.2 steps/s | 54.9 min
ep   990 | step   187473 | reward   852.90 | avg100   607.35 | eps 0.100 | q  200.80 |   56.0 steps/s | 55.8 min
ep  1000 | step   189688 | reward   766.67 | avg100   599.25 | eps 0.100 | q  195.49 |   56.0 steps/s | 56.4 min
ep  1010 | step   192086 | reward   460.90 | avg100   591.26 | eps 0.100 | q  218.66 |   56.0 steps/s | 57.1 min
ep  1020 | step   194569 | reward   615.65 | avg100   582.92 | eps 0.100 | q  226.13 |   56.0 steps/s | 57.9 min
ep  1030 | step   196962 | reward   885.96 | avg100   576.88 | eps 0.100 | q  213.83 |   56.0 steps/s | 58.6 min
ep  1040 | step   199407 | reward   222.33 | avg100   585.27 | eps 0.100 | q  246.01 |   56.0 steps/s | 59.3 min
ep  1050 | step   201670 | reward   668.42 | avg100   582.95 | eps 0.100 | q  237.90 |   56.0 steps/s | 60.0 min
ep  1060 | step   204004 | reward   326.62 | avg100   580.23 | eps 0.100 | q  248.91 |   56.0 steps/s | 60.7 min
ep  1070 | step   206398 | reward   510.49 | avg100   588.52 | eps 0.100 | q  247.96 |   56.0 steps/s | 61.4 min
ep  1080 | step   208883 | reward   498.53 | avg100   594.41 | eps 0.100 | q  250.93 |   56.0 steps/s | 62.2 min
ep  1090 | step   211319 | reward   859.26 | avg100   588.13 | eps 0.100 | q  251.59 |   56.0 steps/s | 62.9 min
ep  1100 | step   213804 | reward   867.39 | avg100   616.03 | eps 0.100 | q  258.35 |   56.0 steps/s | 63.7 min
ep  1110 | step   216270 | reward   872.11 | avg100   639.85 | eps 0.100 | q  262.42 |   56.0 steps/s | 64.4 min
ep  1120 | step   218723 | reward   832.89 | avg100   658.42 | eps 0.100 | q  268.96 |   56.0 steps/s | 65.1 min
ep  1130 | step   221209 | reward   884.96 | avg100   665.31 | eps 0.100 | q  250.23 |   55.5 steps/s | 66.4 min
ep  1140 | step   223683 | reward   464.19 | avg100   673.95 | eps 0.100 | q  275.51 |   55.5 steps/s | 67.1 min
ep  1150 | step   226064 | reward   656.84 | avg100   691.76 | eps 0.100 | q  288.43 |   55.5 steps/s | 67.9 min
ep  1160 | step   228519 | reward   824.66 | avg100   705.35 | eps 0.100 | q  263.02 |   55.5 steps/s | 68.6 min
ep  1170 | step   231019 | reward   650.00 | avg100   709.63 | eps 0.100 | q  287.37 |   55.6 steps/s | 69.3 min
ep  1180 | step   233508 | reward   895.97 | avg100   721.30 | eps 0.100 | q  282.27 |   55.3 steps/s | 70.4 min
ep  1190 | step   236008 | reward   781.41 | avg100   729.28 | eps 0.100 | q  281.01 |   55.3 steps/s | 71.1 min
ep  1200 | step   238508 | reward   613.79 | avg100   719.78 | eps 0.100 | q  284.77 |   55.4 steps/s | 71.8 min
ep  1210 | step   240921 | reward   852.23 | avg100   710.08 | eps 0.100 | q  280.66 |   55.4 steps/s | 72.5 min
ep  1220 | step   243355 | reward   879.38 | avg100   703.38 | eps 0.100 | q  296.52 |   55.4 steps/s | 73.2 min
ep  1230 | step   245833 | reward   482.49 | avg100   715.67 | eps 0.100 | q  300.52 |   55.4 steps/s | 74.0 min
ep  1240 | step   248333 | reward   841.78 | avg100   723.85 | eps 0.100 | q  317.62 |   55.4 steps/s | 74.7 min
ep  1250 | step   250815 | reward   742.11 | avg100   731.49 | eps 0.100 | q  299.01 |   55.4 steps/s | 75.5 min
ep  1260 | step   253315 | reward   863.50 | avg100   742.25 | eps 0.100 | q  317.09 |   55.4 steps/s | 76.2 min
ep  1270 | step   255815 | reward   760.00 | avg100   744.02 | eps 0.100 | q  293.59 |   55.1 steps/s | 77.3 min
ep  1280 | step   258315 | reward   885.61 | avg100   743.81 | eps 0.100 | q  304.28 |   55.2 steps/s | 78.1 min
ep  1290 | step   260815 | reward   869.35 | avg100   747.62 | eps 0.100 | q  291.71 |   55.1 steps/s | 78.8 min
ep  1300 | step   263308 | reward   892.67 | avg100   748.13 | eps 0.100 | q  305.45 |   55.2 steps/s | 79.5 min
ep  1310 | step   265808 | reward   839.94 | avg100   758.65 | eps 0.100 | q  300.75 |   55.2 steps/s | 80.3 min
ep  1320 | step   268308 | reward   801.02 | avg100   766.86 | eps 0.100 | q  315.80 |   55.2 steps/s | 81.0 min
ep  1330 | step   270701 | reward   780.70 | avg100   755.75 | eps 0.100 | q  304.34 |   55.2 steps/s | 81.7 min
ep  1340 | step   273201 | reward   893.27 | avg100   753.40 | eps 0.100 | q  332.39 |   55.2 steps/s | 82.5 min
ep  1350 | step   275701 | reward   713.19 | avg100   762.21 | eps 0.100 | q  320.88 |   55.2 steps/s | 83.2 min
ep  1360 | step   278201 | reward   784.21 | avg100   750.13 | eps 0.100 | q  331.24 |   55.2 steps/s | 83.9 min
ep  1370 | step   280662 | reward   660.61 | avg100   753.57 | eps 0.100 | q  331.07 |   55.3 steps/s | 84.7 min
ep  1380 | step   283162 | reward   867.86 | avg100   750.46 | eps 0.100 | q  339.11 |   55.2 steps/s | 85.5 min
ep  1390 | step   285598 | reward   874.64 | avg100   751.46 | eps 0.100 | q  331.56 |   55.2 steps/s | 86.2 min
ep  1400 | step   288020 | reward   867.15 | avg100   746.34 | eps 0.100 | q  330.48 |   55.2 steps/s | 86.9 min
ep  1410 | step   290505 | reward   537.64 | avg100   743.13 | eps 0.100 | q  327.56 |   55.2 steps/s | 87.7 min
ep  1420 | step   292935 | reward   864.71 | avg100   740.79 | eps 0.100 | q  326.08 |   55.3 steps/s | 88.4 min
ep  1430 | step   295435 | reward   596.11 | avg100   743.51 | eps 0.100 | q  319.59 |   55.3 steps/s | 89.1 min
ep  1440 | step   297935 | reward   800.00 | avg100   738.54 | eps 0.100 | q  329.33 |   55.0 steps/s | 90.3 min
ep  1450 | step   300435 | reward   621.71 | avg100   729.57 | eps 0.100 | q  326.14 |   55.0 steps/s | 91.0 min
ep  1460 | step   302935 | reward   793.99 | avg100   734.44 | eps 0.100 | q  328.03 |   55.0 steps/s | 91.7 min
ep  1470 | step   305337 | reward   868.31 | avg100   739.45 | eps 0.100 | q  323.38 |   54.8 steps/s | 92.9 min
ep  1480 | step   307794 | reward   352.74 | avg100   736.23 | eps 0.100 | q  327.90 |   54.8 steps/s | 93.6 min
ep  1490 | step   310223 | reward   445.80 | avg100   717.00 | eps 0.100 | q  315.24 |   54.8 steps/s | 94.3 min
ep  1500 | step   312723 | reward   794.20 | avg100   724.36 | eps 0.100 | q  324.37 |   54.8 steps/s | 95.0 min
ep  1510 | step   315223 | reward   531.39 | avg100   723.38 | eps 0.100 | q  334.11 |   54.9 steps/s | 95.8 min
ep  1520 | step   317688 | reward   558.96 | avg100   719.18 | eps 0.100 | q  338.69 |   54.9 steps/s | 96.5 min
ep  1530 | step   320188 | reward   812.28 | avg100   719.30 | eps 0.100 | q  343.19 |   54.6 steps/s | 97.7 min
ep  1540 | step   322605 | reward   863.90 | avg100   717.00 | eps 0.100 | q  338.49 |   54.6 steps/s | 98.4 min
ep  1550 | step   325105 | reward   864.54 | avg100   726.35 | eps 0.100 | q  348.50 |   54.7 steps/s | 99.1 min
ep  1560 | step   327605 | reward   825.27 | avg100   724.88 | eps 0.100 | q  347.35 |   54.3 steps/s | 100.6 min
ep  1570 | step   330084 | reward   865.03 | avg100   724.57 | eps 0.100 | q  354.45 |   54.3 steps/s | 101.3 min
ep  1580 | step   332540 | reward   849.82 | avg100   729.95 | eps 0.100 | q  361.03 |   54.3 steps/s | 102.0 min
ep  1590 | step   335040 | reward   854.70 | avg100   750.87 | eps 0.100 | q  365.31 |   50.4 steps/s | 110.7 min
ep  1600 | step   337472 | reward   733.33 | avg100   750.32 | eps 0.100 | q  369.91 |   50.5 steps/s | 111.4 min
ep  1610 | step   339940 | reward   857.45 | avg100   758.22 | eps 0.100 | q  380.38 |   50.5 steps/s | 112.1 min
ep  1620 | step   342419 | reward   861.39 | avg100   775.32 | eps 0.100 | q  381.81 |   49.3 steps/s | 115.6 min
ep  1630 | step   344919 | reward   786.52 | avg100   782.40 | eps 0.100 | q  381.39 |   49.4 steps/s | 116.4 min
ep  1640 | step   347225 | reward   344.27 | avg100   774.75 | eps 0.100 | q  390.54 |   49.5 steps/s | 117.0 min
ep  1650 | step   349659 | reward   831.15 | avg100   775.97 | eps 0.100 | q  385.90 |   49.2 steps/s | 118.4 min
ep  1660 | step   352005 | reward   791.09 | avg100   765.63 | eps 0.100 | q  398.63 |   49.3 steps/s | 119.1 min
ep  1670 | step   354438 | reward   832.14 | avg100   764.50 | eps 0.100 | q  405.31 |   49.3 steps/s | 119.8 min
ep  1680 | step   356853 | reward   823.57 | avg100   762.60 | eps 0.100 | q  410.62 |   49.2 steps/s | 121.0 min
ep  1690 | step   359300 | reward   834.93 | avg100   748.94 | eps 0.100 | q  389.74 |   49.2 steps/s | 121.7 min
ep  1700 | step   361800 | reward   833.11 | avg100   752.88 | eps 0.100 | q  392.03 |   49.3 steps/s | 122.4 min
ep  1710 | step   364245 | reward   430.61 | avg100   737.31 | eps 0.100 | q  408.60 |   49.3 steps/s | 123.3 min
ep  1720 | step   366745 | reward   737.75 | avg100   724.72 | eps 0.100 | q  401.59 |   49.3 steps/s | 124.0 min
ep  1730 | step   369239 | reward   881.34 | avg100   717.42 | eps 0.100 | q  398.76 |   49.2 steps/s | 125.2 min
ep  1740 | step   371674 | reward   846.36 | avg100   730.80 | eps 0.100 | q  401.19 |   49.2 steps/s | 125.9 min
