episode,step,reward,length,running_avg,epsilon
675,113550,547.69,250,392.97,0.1
676,113800,644.0,250,398.8,0.1
677,114050,431.34,250,399.9,0.1
678,114300,502.74,250,403.31,0.1
679,114550,370.59,250,405.86,0.1
680,114700,144.07,150,403.92,0.1
681,114950,469.9,250,404.99,0.1
682,115200,593.95,250,407.56,0.1
683,115371,216.07,171,406.71,0.1
684,115606,339.16,235,407.61,0.1
685,115856,369.39,250,408.63,0.1
686,116106,324.55,250,409.92,0.1
687,116356,546.85,250,411.48,0.1
688,116606,621.61,250,416.04,0.1
689,116856,398.27,250,416.44,0.1
690,117106,356.38,250,416.62,0.1
691,117356,590.43,250,419.4,0.1
692,117606,421.87,250,419.46,0.1
693,117856,618.95,250,421.3,0.1
694,118106,675.74,250,427.68,0.1
695,118356,589.9,250,429.65,0.1
696,118606,752.23,250,433.74,0.1
697,118856,664.53,250,439.53,0.1
698,119106,308.82,250,441.83,0.1
699,119356,491.93,250,443.85,0.1
700,119606,745.12,250,448.92,0.1
701,119822,301.28,216,448.74,0.1
702,120072,396.21,250,449.03,0.1
703,120211,125.11,139,446.79,0.1
704,120439,392.35,228,447.72,0.1
705,120689,369.65,250,448.57,0.1
706,120939,365.75,250,448.6,0.1
707,121189,726.09,250,453.93,0.1
708,121439,633.84,250,453.16,0.1
709,121689,569.09,250,452.76,0.1
710,121939,834.55,250,454.91,0.1
711,122189,450.28,250,455.85,0.1
712,122439,644.53,250,455.57,0.1
713,122582,134.23,143,454.0,0.1
714,122832,404.52,250,450.46,0.1
715,123073,385.21,241,450.44,0.1
716,123323,725.28,250,455.64,0.1
717,123528,330.37,205,454.36,0.1
718,123778,481.79,250,455.09,0.1
719,123951,287.34,173,453.71,0.1
720,124128,289.14,177,454.03,0.1
721,124378,733.33,250,456.05,0.1
722,124628,553.12,250,456.38,0.1
723,124851,289.9,223,453.78,0.1
724,125033,315.39,182,451.15,0.1
725,125283,568.75,250,452.23,0.1
726,125533,536.99,250,454.96,0.1
727,125783,786.79,250,456.07,0.1
728,126033,459.86,250,457.32,0.1
729,126234,294.19,201,457.45,0.1
730,126484,827.27,250,460.52,0.1
731,126695,249.61,211,455.83,0.1
732,126855,212.06,160,456.7,0.1
733,127088,257.73,233,454.88,0.1
734,127338,590.54,250,458.34,0.1
735,127588,468.81,250,457.96,0.1
736,127822,288.41,234,457.37,0.1
737,128072,826.57,250,463.05,0.1
738,128322,816.96,250,468.76,0.1
739,128562,318.56,240,466.64,0.1
740,128741,257.43,179,464.96,0.1
741,128991,625.17,250,464.63,0.1
742,129228,413.92,237,463.06,0.1
743,129478,660.12,250,462.83,0.1
744,129728,536.17,250,465.0,0.1
745,129978,343.78,250,462.86,0.1
746,130206,371.39,228,463.66,0.1
747,130456,739.65,250,467.17,0.1
748,130595,76.49,139,462.0,0.1
749,130752,239.4,157,463.3,0.1
750,130964,311.24,212,465.38,0.1
751,131157,299.04,193,462.4,0.1
752,131407,579.87,250,460.5,0.1
753,131657,818.09,250,462.08,0.1
754,131828,315.51,171,460.73,0.1
755,132034,366.1,206,460.79,0.1
756,132274,285.27,240,459.92,0.1
757,132524,264.17,250,458.58,0.1
758,132663,107.26,139,456.92,0.1
759,132913,676.27,250,458.44,0.1
760,133163,254.22,250,454.17,0.1
761,133413,575.6,250,457.91,0.1
762,133663,616.61,250,461.04,0.1
763,133913,827.27,250,465.97,0.1
764,134163,566.67,250,470.06,0.1
765,134358,355.77,195,471.63,0.1
766,134608,621.68,250,470.53,0.1
767,134819,322.38,211,464.99,0.1
768,135069,857.14,250,471.72,0.1
769,135319,448.53,250,475.18,0.1
770,135569,556.96,250,474.03,0.1
771,135819,512.55,250,470.8,0.1
772,136069,618.35,250,473.73,0.1
773,136303,298.24,234,473.53,0.1
774,136474,270.47,171,469.66,0.1
775,136685,491.99,211,469.11,0.1
776,136935,366.22,250,466.33,0.1
777,137185,392.81,250,465.94,0.1
778,137435,350.51,250,464.42,0.1
779,137685,739.72,250,468.11,0.1
780,137935,646.59,250,473.14,0.1
781,138175,296.72,240,471.41,0.1
782,138425,788.49,250,473.35,0.1
783,138675,815.79,250,479.35,0.1
784,138925,385.83,250,479.81,0.1
785,139175,719.67,250,483.32,0.1
786,139416,334.2,241,483.41,0.1
787,139666,696.99,250,484.92,0.1
788,139916,788.06,250,486.58,0.1
789,140166,438.76,250,486.98,0.1
790,140416,295.19,250,486.37,0.1
791,140666,720.79,250,487.68,0.1
792,140916,776.62,250,491.22,0.1
793,141132,410.86,216,489.14,0.1
794,141337,523.95,205,487.63,0.1
795,141587,666.67,250,488.39,0.1
796,141837,715.6,250,488.03,0.1
797,142087,312.84,250,484.51,0.1
798,142337,729.65,250,488.72,0.1
799,142587,668.21,250,490.48,0.1
800,142754,293.91,167,485.97,0.1
801,143004,468.35,250,487.64,0.1
802,143254,748.06,250,491.16,0.1
803,143452,826.4,198,498.17,0.1
804,143702,705.15,250,501.3,0.1
805,143952,822.26,250,505.83,0.1
806,144202,466.56,250,506.83,0.1
807,144452,524.57,250,504.82,0.1
808,144702,861.67,250,507.1,0.1
809,144952,440.54,250,505.81,0.1
810,145193,333.67,241,500.8,0.1
811,145316,264.33,123,498.94,0.1
812,145453,115.61,137,493.65,0.1
813,145703,686.94,250,499.18,0.1
814,145953,636.84,250,501.5,0.1
815,146160,180.2,207,499.45,0.1
816,146410,366.24,250,495.86,0.1
817,146660,773.9,250,500.3,0.1
818,146910,817.27,250,503.65,0.1
819,147160,549.25,250,506.27,0.1
820,147292,66.3,132,504.04,0.1
821,147542,707.83,250,503.79,0.1
822,147792,455.18,250,502.81,0.1
823,148042,524.06,250,505.15,0.1
824,148219,237.14,177,504.37,0.1
825,148469,354.23,250,502.22,0.1
826,148719,544.79,250,502.3,0.1
827,148969,594.03,250,500.37,0.1
828,149219,346.74,250,499.24,0.1
829,149469,594.59,250,502.25,0.1
830,149719,385.8,250,497.83,0.1
831,149969,471.87,250,500.05,0.1
832,150145,251.32,176,500.45,0.1
833,150212,145.47,67,499.32,0.1
834,150462,273.33,250,496.15,0.1
835,150712,744.29,250,498.91,0.1
836,150962,487.8,250,500.9,0.1
837,151212,604.62,250,498.68,0.1
838,151462,714.33,250,497.66,0.1
839,151712,555.17,250,500.02,0.1
840,151962,513.72,250,502.58,0.1
841,152212,248.28,250,498.82,0.1
842,152462,791.23,250,502.59,0.1
843,152630,204.32,168,498.03,0.1
844,152880,710.91,250,499.78,0.1
845,153130,759.87,250,503.94,0.1
846,153380,739.86,250,507.62,0.1
847,153630,490.0,250,505.13,0.1
848,153880,799.02,250,512.35,0.1
849,154029,121.3,149,511.17,0.1
850,154165,94.85,136,509.01,0.1
851,154415,552.87,250,511.55,0.1
852,154665,726.24,250,513.01,0.1
853,154845,247.96,180,507.31,0.1
854,155081,386.55,236,508.02,0.1
855,155331,752.09,250,511.88,0.1
856,155581,675.86,250,515.78,0.1
857,155831,801.14,250,521.15,0.1
858,156081,866.79,250,528.75,0.1
859,156331,810.07,250,530.09,0.1
860,156474,86.68,143,528.41,0.1
861,156724,670.73,250,529.36,0.1
862,156974,498.66,250,528.18,0.1
863,157224,711.88,250,527.03,0.1
864,157474,731.37,250,528.68,0.1
865,157724,546.59,250,530.59,0.1
866,157974,785.62,250,532.22,0.1
867,158224,401.85,250,533.02,0.1
868,158393,226.71,169,526.71,0.1
869,158643,718.18,250,529.41,0.1
870,158893,841.18,250,532.25,0.1
871,159143,778.79,250,534.92,0.1
872,159316,292.87,173,531.66,0.1
873,159566,428.52,250,532.96,0.1
874,159755,244.13,189,532.7,0.1
875,159965,315.35,210,530.93,0.1
876,160215,554.68,250,532.82,0.1
877,160465,658.06,250,535.47,0.1
878,160715,786.27,250,539.83,0.1
879,160965,512.9,250,537.56,0.1
880,161215,409.55,250,535.19,0.1
881,161465,680.07,250,539.02,0.1
882,161605,84.74,140,531.99,0.1
883,161855,739.87,250,531.23,0.1
884,162105,788.49,250,535.25,0.1
885,162355,764.11,250,535.7,0.1
886,162530,347.97,175,535.84,0.1
887,162780,892.31,250,537.79,0.1
888,163030,466.54,250,534.57,0.1
889,163280,631.79,250,536.5,0.1
890,163530,527.45,250,538.83,0.1
891,163780,657.46,250,538.19,0.1
892,164030,652.44,250,536.95,0.1
893,164280,718.9,250,540.03,0.1
894,164530,385.71,250,538.65,0.1
895,164780,568.92,250,537.67,0.1
896,165030,502.41,250,535.54,0.1
897,165280,648.52,250,538.9,0.1
898,165530,767.6,250,539.28,0.1
899,165780,762.82,250,540.22,0.1
900,166030,610.91,250,543.39,0.1
901,166280,743.97,250,546.15,0.1
902,166530,874.17,250,547.41,0.1
903,166780,746.15,250,546.61,0.1
904,167030,608.2,250,545.64,0.1
905,167249,314.5,219,540.56,0.1
906,167499,757.14,250,543.47,0.1
907,167749,637.31,250,544.59,0.1
908,167970,312.98,221,539.11,0.1
909,168220,604.76,250,540.75,0.1
910,168470,564.54,250,543.06,0.1
911,168720,400.0,250,544.41,0.1
912,168970,680.92,250,550.07,0.1
913,169220,669.94,250,549.9,0.1
914,169470,602.53,250,549.55,0.1
915,169720,566.67,250,553.42,0.1
916,169970,846.61,250,558.22,0.1
917,170140,267.03,170,553.15,0.1
918,170390,812.89,250,553.11,0.1
919,170640,712.5,250,554.74,0.1
920,170890,844.0,250,562.52,0.1
921,171140,625.0,250,561.69,0.1
922,171390,630.77,250,563.45,0.1
923,171640,866.42,250,566.87,0.1
924,171890,837.93,250,572.88,0.1
925,172140,859.12,250,577.93,0.1
926,172390,622.03,250,578.7,0.1
927,172640,367.7,250,576.44,0.1
928,172841,288.83,201,575.86,0.1
929,173091,806.15,250,577.97,0.1
930,173341,761.7,250,581.73,0.1
931,173591,805.92,250,585.07,0.1
932,173841,893.31,250,591.49,0.1
933,174028,331.34,187,593.35,0.1
934,174278,570.59,250,596.32,0.1
935,174528,332.54,250,592.21,0.1
936,174778,843.26,250,595.76,0.1
937,175028,729.86,250,597.01,0.1
938,175278,563.04,250,595.5,0.1
939,175528,583.64,250,595.79,0.1
940,175667,94.89,139,591.6,0.1
941,175892,415.23,225,593.27,0.1
942,176142,799.65,250,593.35,0.1
943,176392,563.37,250,596.94,0.1
944,176642,589.44,250,595.73,0.1
945,176892,856.68,250,596.69,0.1
946,177089,306.07,197,592.36,0.1
947,177339,414.11,250,591.6,0.1
948,177496,227.12,157,585.88,0.1
949,177746,581.06,250,590.48,0.1
950,177996,278.88,250,592.32,0.1
951,178246,642.24,250,593.21,0.1
952,178496,815.31,250,594.1,0.1
953,178728,231.1,232,593.93,0.1
954,178932,1018.5,204,600.25,0.1
955,179088,139.89,156,594.13,0.1
956,179338,828.81,250,595.66,0.1
957,179588,528.57,250,592.93,0.1
958,179838,607.14,250,590.34,0.1
959,180088,868.64,250,590.92,0.1
960,180338,523.33,250,595.29,0.1
961,180588,468.03,250,593.26,0.1
962,180838,643.93,250,594.71,0.1
963,181057,480.58,219,592.4,0.1
964,181307,500.0,250,590.09,0.1
965,181530,332.67,223,587.95,0.1
966,181721,393.5,191,584.03,0.1
967,181971,867.73,250,588.69,0.1
968,182221,555.29,250,591.97,0.1
969,182471,619.63,250,590.99,0.1
970,182721,636.55,250,588.94,0.1
971,182971,882.58,250,589.98,0.1
972,183163,234.79,192,589.4,0.1
973,183413,278.98,250,587.9,0.1
974,183663,801.46,250,593.48,0.1
975,183913,881.27,250,599.13,0.1
976,184163,794.57,250,601.53,0.1
977,184389,504.46,226,600.0,0.1
978,184584,403.75,195,596.17,0.1
979,184834,673.23,250,597.78,0.1
980,185084,369.45,250,597.37,0.1
981,185264,239.4,180,592.97,0.1
982,185514,576.65,250,597.89,0.1
983,185764,830.66,250,598.8,0.1
984,186014,726.67,250,598.18,0.1
985,186264,858.96,250,599.13,0.1
986,186473,1016.7,209,605.81,0.1
987,186723,690.61,250,603.8,0.1
988,186973,594.7,250,605.08,0.1
989,187223,533.99,250,604.1,0.1
990,187473,852.9,250,607.35,0.1
991,187650,294.9,177,603.73,0.1
992,187900,602.05,250,603.22,0.1
993,188150,842.86,250,604.46,0.1
994,188400,846.72,250,609.07,0.1
995,188599,271.35,199,606.1,0.1
996,188735,91.17,136,601.99,0.1
997,188938,238.8,203,597.89,0.1
998,189188,826.06,250,598.47,0.1
999,189438,685.05,250,597.7,0.1
1000,189688,766.67,250,599.25,0.1
1001,189938,517.75,250,596.99,0.1
1002,190188,808.77,250,596.34,0.1
1003,190438,866.22,250,597.54,0.1
1004,190688,268.58,250,594.14,0.1
1005,190851,287.98,163,593.88,0.1
1006,191086,565.26,235,591.96,0.1
1007,191336,556.86,250,591.15,0.1
1008,191586,644.03,250,594.46,0.1
1009,191836,387.72,250,592.29,0.1
1010,192086,460.9,250,591.26,0.1
1011,192336,753.82,250,594.79,0.1
1012,192569,327.69,233,591.26,0.1
1013,192819,478.85,250,589.35,0.1
1014,193069,595.8,250,589.28,0.1
1015,193319,629.64,250,589.91,0.1
1016,193569,541.64,250,586.86,0.1
1017,193819,477.56,250,588.97,0.1
1018,194069,415.68,250,585.0,0.1
1019,194319,732.75,250,585.2,0.1
1020,194569,615.65,250,582.92,0.1
1021,194819,768.91,250,584.36,0.1
1022,195069,380.27,250,581.85,0.1
1023,195319,694.21,250,580.13,0.1
1024,195569,692.64,250,578.68,0.1
1025,195819,687.67,250,576.96,0.1
1026,196069,276.42,250,573.51,0.1
1027,196212,115.1,143,570.98,0.1
1028,196462,816.96,250,576.26,0.1
1029,196712,743.54,250,575.63,0.1
1030,196962,885.96,250,576.88,0.1
1031,197212,773.24,250,576.55,0.1
1032,197462,707.69,250,574.69,0.1
1033,197712,603.12,250,577.41,0.1
1034,197962,830.4,250,580.01,0.1
1035,198212,833.82,250,585.02,0.1
1036,198462,524.62,250,581.84,0.1
1037,198712,562.12,250,580.16,0.1
1038,198962,834.31,250,582.87,0.1
1039,199212,696.55,250,584.0,0.1
1040,199407,222.33,195,585.27,0.1
1041,199653,394.93,246,585.07,0.1
1042,199896,209.25,243,579.17,0.1
1043,200146,341.78,250,576.95,0.1
1044,200300,118.73,154,572.24,0.1
1045,200539,1004.7,239,573.73,0.1
1046,200721,275.17,182,573.42,0.1
1047,200920,332.61,199,572.6,0.1
1048,201170,652.77,250,576.86,0.1
1049,201420,800.64,250,579.05,0.1
1050,201670,668.42,250,582.95,0.1
1051,201888,251.67,218,579.04,0.1
1052,202138,855.02,250,579.44,0.1
1053,202388,827.34,250,585.4,0.1
1054,202638,459.57,250,579.81,0.1
1055,202888,758.16,250,586.0,0.1
1056,203138,757.14,250,585.28,0.1
1057,203388,533.8,250,585.33,0.1
1058,203582,311.71,194,582.38,0.1
1059,203832,850.98,250,582.2,0.1
1060,204004,326.62,172,580.23,0.1
1061,204254,873.48,250,584.29,0.1
1062,204504,862.69,250,586.48,0.1
1063,204754,806.25,250,589.73,0.1
1064,205004,453.19,250,589.26,0.1
1065,205148,159.27,144,587.53,0.1
1066,205398,542.86,250,589.02,0.1
1067,205648,736.81,250,587.71,0.1
1068,205898,550.49,250,587.67,0.1
1069,206148,831.03,250,589.78,0.1
1070,206398,510.49,250,588.52,0.1
1071,206642,632.13,244,586.02,0.1
1072,206892,551.76,250,589.19,0.1
1073,207142,771.79,250,594.11,0.1
1074,207392,789.26,250,593.99,0.1
1075,207642,775.89,250,592.94,0.1
1076,207883,449.68,241,589.49,0.1
1077,208133,827.54,250,592.72,0.1
1078,208383,790.32,250,596.59,0.1
1079,208633,326.79,250,593.12,0.1
1080,208883,498.53,250,594.41,0.1
1081,209133,446.83,250,596.49,0.1
1082,209319,326.36,186,593.98,0.1
1083,209569,838.85,250,594.06,0.1
1084,209819,516.39,250,591.96,0.1
1085,210069,734.42,250,590.72,0.1
1086,210319,614.74,250,586.7,0.1
1087,210569,410.39,250,583.89,0.1
1088,210819,667.92,250,584.63,0.1
1089,211069,878.1,250,588.07,0.1
1090,211319,859.26,250,588.13,0.1
1091,211569,540.78,250,590.59,0.1
1092,211804,1006.2,235,594.63,0.1
1093,212054,844.22,250,594.65,0.1
1094,212304,802.28,250,594.2,0.1
1095,212554,862.41,250,600.11,0.1
1096,212804,878.49,250,607.99,0.1
1097,213054,867.27,250,614.27,0.1
1098,213304,816.39,250,614.17,0.1
1099,213554,770.5,250,615.03,0.1
1100,213804,867.39,250,616.03,0.1
1101,214054,868.63,250,619.54,0.1
1102,214270,1013.9,216,621.59,0.1
1103,214520,534.87,250,618.28,0.1
1104,214770,829.1,250,623.89,0.1
1105,215020,856.52,250,629.57,0.1
1106,215270,843.55,250,632.36,0.1
1107,215520,690.94,250,633.7,0.1
1108,215770,882.7,250,636.08,0.1
1109,216020,353.7,250,635.74,0.1
1110,216270,872.11,250,639.85,0.1
1111,216520,834.26,250,640.66,0.1
1112,216770,709.19,250,644.47,0.1
1113,217020,884.5,250,648.53,0.1
1114,217270,796.8,250,650.54,0.1
1115,217520,790.46,250,652.15,0.1
1116,217723,312.08,203,649.85,0.1
1117,217973,665.27,250,651.73,0.1
1118,218223,839.93,250,655.97,0.1
1119,218473,759.93,250,656.24,0.1
1120,218723,832.89,250,658.42,0.1
1121,218973,640.51,250,657.13,0.1
1122,219223,570.14,250,659.03,0.1
1123,219473,580.85,250,657.9,0.1
1124,219723,717.84,250,658.15,0.1
1125,219973,875.95,250,660.03,0.1
1126,220223,860.99,250,665.88,0.1
1127,220459,524.16,236,669.97,0.1
1128,220709,644.25,250,668.24,0.1
1129,220959,451.33,250,665.32,0.1
1130,221209,884.96,250,665.31,0.1
1131,221459,814.09,250,665.72,0.1
1132,221683,1010.5,224,668.75,0.1
1133,221933,473.38,250,667.45,0.1
1134,222183,590.18,250,665.05,0.1
1135,222433,824.53,250,664.95,0.1
1136,222683,743.14,250,667.14,0.1
1137,222933,829.82,250,669.82,0.1
1138,223183,844.26,250,669.92,0.1
1139,223433,858.33,250,671.53,0.1
1140,223683,464.19,250,673.95,0.1
1141,223875,337.24,192,673.37,0.1
1142,224125,788.46,250,679.17,0.1
1143,224314,342.52,189,679.17,0.1
1144,224564,854.02,250,686.53,0.1
1145,224814,843.14,250,684.91,0.1
1146,225064,855.33,250,690.71,0.1
1147,225314,802.82,250,695.42,0.1
1148,225564,437.41,250,693.26,0.1
1149,225814,662.06,250,691.88,0.1
1150,226064,656.84,250,691.76,0.1
1151,226314,874.73,250,697.99,0.1
1152,226564,750.99,250,696.95,0.1
1153,226814,826.57,250,696.94,0.1
1154,227064,505.07,250,697.4,0.1
1155,227314,721.55,250,697.03,0.1
1156,227564,690.7,250,696.37,0.1
1157,227769,397.55,205,695.0,0.1
1158,228019,859.04,250,700.48,0.1
1159,228269,840.59,250,700.37,0.1
1160,228519,824.66,250,705.35,0.1
1161,228769,589.54,250,702.52,0.1
1162,229019,435.83,250,698.25,0.1
1163,229269,550.85,250,695.69,0.1
1164,229519,731.62,250,698.48,0.1
1165,229769,782.15,250,704.71,0.1
1166,230019,841.98,250,707.7,0.1
1167,230269,829.96,250,708.63,0.1
1168,230519,712.26,250,710.25,0.1
1169,230769,630.03,250,708.24,0.1
1170,231019,650.0,250,709.63,0.1
1171,231269,854.2,250,711.85,0.1
1172,231519,698.61,250,713.32,0.1
1173,231769,804.26,250,713.65,0.1
1174,232019,833.77,250,714.09,0.1
1175,232269,682.35,250,713.15,0.1
1176,232508,555.38,239,714.21,0.1
1177,232758,577.19,250,711.71,0.1
1178,233008,839.39,250,712.2,0.1
1179,233258,839.16,250,717.32,0.1
1180,233508,895.97,250,721.3,0.1
1181,233758,499.9,250,721.83,0.1
1182,234008,756.67,250,726.13,0.1
1183,234258,869.92,250,726.44,0.1
1184,234508,820.62,250,729.48,0.1
1185,234758,807.85,250,730.22,0.1
1186,235008,734.44,250,731.42,0.1
1187,235258,856.36,250,735.88,0.1
1188,235508,536.05,250,734.56,0.1
1189,235758,427.97,250,730.06,0.1
1190,236008,781.41,250,729.28,0.1
1191,236258,856.83,250,732.44,0.1
1192,236508,851.81,250,730.89,0.1
1193,236758,509.84,250,727.55,0.1
1194,237008,691.95,250,726.45,0.1
1195,237258,859.26,250,726.41,0.1
1196,237508,884.5,250,726.47,0.1
1197,237758,648.18,250,724.28,0.1
1198,238008,583.67,250,721.96,0.1
1199,238258,805.96,250,722.31,0.1
1200,238508,613.79,250,719.78,0.1
1201,238703,412.49,195,715.21,0.1
1202,238953,560.0,250,710.67,0.1
1203,239171,369.07,218,709.02,0.1
1204,239421,839.07,250,709.12,0.1
1205,239671,551.65,250,706.07,0.1
1206,239921,591.36,250,703.55,0.1
1207,240171,885.07,250,705.49,0.1
1208,240421,830.0,250,704.96,0.1
1209,240671,885.4,250,710.28,0.1
1210,240921,852.23,250,710.08,0.1
1211,241171,857.75,250,710.31,0.1
1212,241421,850.94,250,711.73,0.1
1213,241671,862.96,250,711.52,0.1
1214,241856,333.41,185,706.88,0.1
1215,242106,461.69,250,703.59,0.1
1216,242356,611.54,250,706.59,0.1
1217,242606,698.11,250,706.92,0.1
1218,242856,852.38,250,707.04,0.1
1219,243105,347.68,249,702.92,0.1
1220,243355,879.38,250,703.38,0.1
1221,243605,875.27,250,705.73,0.1
1222,243855,679.72,250,706.83,0.1
1223,244105,855.22,250,709.57,0.1
1224,244333,1009.1,228,712.48,0.1
1225,244583,821.26,250,711.94,0.1
1226,244833,868.75,250,712.01,0.1
1227,245083,887.38,250,715.65,0.1
1228,245333,684.72,250,716.05,0.1
1229,245583,815.36,250,719.69,0.1
1230,245833,482.49,250,715.67,0.1
1231,246083,819.23,250,715.72,0.1
1232,246333,786.79,250,713.48,0.1
1233,246583,871.73,250,717.46,0.1
1234,246833,818.64,250,719.75,0.1
1235,247083,888.72,250,720.39,0.1
1236,247333,743.54,250,720.4,0.1
1237,247583,837.27,250,720.47,0.1
1238,247833,793.29,250,719.96,0.1
1239,248083,869.81,250,720.07,0.1
1240,248333,841.78,250,723.85,0.1
1241,248583,770.13,250,728.18,0.1
1242,248833,778.79,250,728.08,0.1
1243,249065,521.49,232,729.87,0.1
1244,249315,700.65,250,728.34,0.1
1245,249565,871.89,250,728.63,0.1
1246,249815,632.31,250,726.4,0.1
1247,250065,585.25,250,724.22,0.1
1248,250315,864.17,250,728.49,0.1
1249,250565,876.74,250,730.63,0.1
1250,250815,742.11,250,731.49,0.1
1251,251065,729.43,250,730.03,0.1
1252,251315,858.9,250,731.11,0.1
1253,251565,862.46,250,731.47,0.1
1254,251815,867.15,250,735.09,0.1
1255,252065,896.17,250,736.84,0.1
1256,252315,839.72,250,738.33,0.1
1257,252565,860.4,250,742.96,0.1
1258,252815,875.18,250,743.12,0.1
1259,253065,715.29,250,741.87,0.1
1260,253315,863.5,250,742.25,0.1
1261,253565,877.78,250,745.14,0.1
1262,253815,850.82,250,749.29,0.1
1263,254065,844.66,250,752.23,0.1
1264,254315,675.09,250,751.66,0.1
1265,254565,483.92,250,748.68,0.1
1266,254815,603.97,250,746.3,0.1
1267,255065,510.53,250,743.1,0.1
1268,255315,555.05,250,741.53,0.1
1269,255565,769.16,250,742.92,0.1
1270,255815,760.0,250,744.02,0.1
1271,256065,697.1,250,742.45,0.1
1272,256315,809.75,250,743.56,0.1
1273,256565,649.15,250,742.01,0.1
1274,256815,623.91,250,739.91,0.1
1275,257065,814.68,250,741.24,0.1
1276,257315,879.02,250,744.47,0.1
1277,257565,691.93,250,745.62,0.1
1278,257815,779.73,250,745.02,0.1
1279,258065,727.79,250,743.91,0.1
1280,258315,885.61,250,743.81,0.1
1281,258565,629.73,250,745.1,0.1
1282,258815,837.7,250,745.91,0.1
1283,259065,458.74,250,741.8,0.1
1284,259315,854.69,250,742.14,0.1
1285,259565,818.64,250,742.25,0.1
1286,259815,834.93,250,743.26,0.1
1287,260065,629.17,250,740.98,0.1
1288,260315,679.1,250,742.41,0.1
1289,260565,860.47,250,746.74,0.1
1290,260815,869.35,250,747.62,0.1
1291,261065,840.77,250,747.46,0.1
1292,261315,331.68,250,742.26,0.1
1293,261565,821.93,250,745.38,0.1
1294,261808,542.6,243,743.88,0.1
1295,262058,817.65,250,743.47,0.1
1296,262308,789.29,250,742.52,0.1
1297,262558,823.08,250,744.27,0.1
1298,262808,663.07,250,745.06,0.1
1299,263058,833.8,250,745.34,0.1
1300,263308,892.67,250,748.13,0.1
1301,263558,865.75,250,752.66,0.1
1302,263808,831.9,250,755.38,0.1
1303,264058,865.62,250,760.34,0.1
1304,264308,779.73,250,759.75,0.1
1305,264558,826.57,250,762.5,0.1
1306,264808,670.64,250,763.29,0.1
1307,265058,716.72,250,761.61,0.1
1308,265308,758.66,250,760.9,0.1
1309,265558,673.16,250,758.77,0.1
1310,265808,839.94,250,758.65,0.1
1311,266058,859.6,250,758.67,0.1
1312,266308,851.85,250,758.68,0.1
1313,266558,765.52,250,757.7,0.1
1314,266808,423.18,250,758.6,0.1
1315,267058,636.84,250,760.35,0.1
1316,267308,737.29,250,761.61,0.1
1317,267558,803.91,250,762.67,0.1
1318,267808,821.15,250,762.36,0.1
1319,268058,876.65,250,767.65,0.1
1320,268308,801.02,250,766.86,0.1
1321,268558,804.59,250,766.16,0.1
1322,268808,840.35,250,767.76,0.1
1323,269058,521.53,250,764.42,0.1
1324,269308,770.5,250,762.04,0.1
1325,269558,679.1,250,760.62,0.1
1326,269808,833.57,250,760.27,0.1
1327,270058,794.9,250,759.34,0.1
1328,270222,300.6,164,755.5,0.1
1329,270451,541.84,229,752.76,0.1
1330,270701,780.7,250,755.75,0.1
1331,270951,834.31,250,755.9,0.1
1332,271201,692.52,250,754.95,0.1
1333,271451,870.3,250,754.94,0.1
1334,271701,707.69,250,753.83,0.1
1335,271951,603.93,250,750.98,0.1
1336,272201,831.51,250,751.86,0.1
1337,272451,867.35,250,752.16,0.1
1338,272701,896.35,250,753.19,0.1
1339,272951,838.78,250,752.88,0.1
1340,273201,893.27,250,753.4,0.1
1341,273451,863.24,250,754.33,0.1
1342,273701,689.37,250,753.43,0.1
1343,273951,852.03,250,756.74,0.1
1344,274201,822.33,250,757.96,0.1
1345,274451,860.26,250,757.84,0.1
1346,274701,880.39,250,760.32,0.1
1347,274951,796.77,250,762.44,0.1
1348,275201,889.76,250,762.69,0.1
1349,275451,857.2,250,762.5,0.1
1350,275701,713.19,250,762.21,0.1
1351,275951,375.08,250,758.66,0.1
1352,276201,816.96,250,758.25,0.1
1353,276451,517.11,250,754.79,0.1
1354,276701,786.99,250,753.99,0.1
1355,276951,777.97,250,752.81,0.1
1356,277201,884.28,250,753.25,0.1
1357,277451,744.72,250,752.1,0.1
1358,277701,880.71,250,752.15,0.1
1359,277951,592.61,250,750.93,0.1
1360,278201,784.21,250,750.13,0.1
1361,278451,882.52,250,750.18,0.1
1362,278701,613.87,250,747.81,0.1
1363,278951,629.54,250,745.66,0.1
1364,279162,240.68,211,741.31,0.1
1365,279412,826.42,250,744.74,0.1
1366,279662,873.38,250,747.43,0.1
1367,279912,849.81,250,750.83,0.1
1368,280162,876.82,250,754.04,0.1
1369,280412,820.96,250,754.56,0.1
1370,280662,660.61,250,753.57,0.1
1371,280912,841.18,250,755.01,0.1
1372,281162,342.62,250,750.34,0.1
1373,281412,808.42,250,751.93,0.1
1374,281662,829.05,250,753.98,0.1
1375,281912,714.81,250,752.98,0.1
1376,282162,813.86,250,752.33,0.1
1377,282412,818.44,250,753.6,0.1
1378,282662,845.21,250,754.25,0.1
1379,282912,365.84,250,750.63,0.1
1380,283162,867.86,250,750.46,0.1
1381,283412,730.56,250,751.46,0.1
1382,283662,874.17,250,751.83,0.1
1383,283848,335.94,186,750.6,0.1
1384,284098,859.87,250,750.65,0.1
1385,284348,859.46,250,751.06,0.1
1386,284598,805.45,250,750.77,0.1
1387,284848,750.15,250,751.98,0.1
1388,285098,647.51,250,751.66,0.1
