device: mps
target network: ON (Nature 2015)
double DQN:     ON (van Hasselt 2016)
ep    10 | step     1221 | reward     6.88 | avg100    -1.86 | eps 0.989 | q     nan |   78.8 steps/s | 0.3 min
ep  1580 | step   337631 | reward   792.47 | avg100   734.33 | eps 0.100 | q  340.27 |   19.0 steps/s | 296.1 min
ep  1590 | step   340131 | reward   798.95 | avg100   741.24 | eps 0.100 | q  342.66 |   19.0 steps/s | 298.9 min
ep  1600 | step   342631 | reward   873.33 | avg100   751.52 | eps 0.100 | q  335.45 |   18.9 steps/s | 301.7 min
ep  1610 | step   345016 | reward   864.54 | avg100   769.72 | eps 0.100 | q  344.70 |   18.9 steps/s | 304.4 min
ep  1620 | step   347490 | reward   880.69 | avg100   771.82 | eps 0.100 | q  343.59 |   18.9 steps/s | 307.2 min
ep  1630 | step   349989 | reward   584.40 | avg100   777.06 | eps 0.100 | q  356.61 |   18.8 steps/s | 310.0 min
ep  1640 | step   352397 | reward   888.28 | avg100   768.19 | eps 0.100 | q  344.78 |   18.8 steps/s | 312.7 min
ep  1650 | step   354826 | reward   808.20 | avg100   768.11 | eps 0.100 | q  357.31 |   18.7 steps/s | 315.4 min
ep  1660 | step   357230 | reward  1007.30 | avg100   781.87 | eps 0.100 | q  355.09 |   18.7 steps/s | 318.1 min
ep  1670 | step   359668 | reward  1005.10 | avg100   786.23 | eps 0.100 | q  355.99 |   18.7 steps/s | 320.8 min
ep  1680 | step   362022 | reward   281.50 | avg100   773.50 | eps 0.100 | q  357.68 |   18.7 steps/s | 323.5 min
ep  1690 | step   364522 | reward   862.33 | avg100   773.55 | eps 0.100 | q  353.50 |   18.6 steps/s | 326.3 min
ep  1700 | step   366872 | reward   796.32 | avg100   760.07 | eps 0.100 | q  360.81 |   18.6 steps/s | 329.0 min
ep  1710 | step   369331 | reward   678.91 | avg100   751.13 | eps 0.100 | q  370.76 |   18.6 steps/s | 331.8 min
ep  1720 | step   371761 | reward   893.38 | avg100   757.93 | eps 0.100 | q  367.35 |   18.5 steps/s | 334.5 min
ep  1730 | step   374179 | reward   847.76 | avg100   764.85 | eps 0.100 | q  381.27 |   18.5 steps/s | 337.2 min
ep  1740 | step   376544 | reward   831.03 | avg100   764.51 | eps 0.100 | q  375.37 |   18.5 steps/s | 339.9 min
ep  1750 | step   379022 | reward   874.19 | avg100   762.34 | eps 0.100 | q  369.32 |   18.4 steps/s | 342.7 min
ep  1760 | step   381302 | reward  1011.10 | avg100   747.31 | eps 0.100 | q  379.24 |   18.4 steps/s | 345.2 min
ep  1770 | step   383763 | reward   672.11 | avg100   746.55 | eps 0.100 | q  392.95 |   18.4 steps/s | 348.0 min
ep  1780 | step   386136 | reward   283.56 | avg100   753.49 | eps 0.100 | q  387.29 |   18.4 steps/s | 350.6 min
ep  1790 | step   388601 | reward   855.78 | avg100   761.86 | eps 0.100 | q  393.79 |   18.3 steps/s | 353.4 min
ep  1800 | step   391005 | reward   885.82 | avg100   763.87 | eps 0.100 | q  406.92 |   18.3 steps/s | 356.1 min
ep  1810 | step   393324 | reward   852.03 | avg100   757.71 | eps 0.100 | q  404.01 |   18.3 steps/s | 358.2 min
ep  1820 | step   395824 | reward   636.12 | avg100   756.70 | eps 0.100 | q  397.59 |   18.4 steps/s | 358.9 min
ep  1830 | step   398324 | reward   846.67 | avg100   753.76 | eps 0.100 | q  411.17 |   18.5 steps/s | 359.7 min

done (reached --steps). 400000 steps over 1836 episodes in 6.00 h (360.2 min). best avg100 786.23
