episode,step,reward,length,running_avg
4083,477762,0.0,107,51.8
4084,478056,-31.05,100,50.79
4085,478176,2.47,125,50.93
4086,478278,20.27,125,50.97
4087,478350,-15.48,100,49.83
4088,478356,-32.9,100,48.59
4089,478512,72.08,125,48.51
4090,478656,-18.93,100,48.28
4091,478926,122.22,125,49.54
4092,479028,69.81,125,49.09
4093,479100,22.19,125,48.08
4094,479106,76.47,125,48.12
4095,479256,-40.24,100,46.98
4096,479262,81.16,125,46.88
4097,479640,-3.37,102,46.28
4098,479676,102.75,125,46.15
4099,479706,-56.82,100,45.55
4100,479850,49.85,125,45.12
4101,479868,-8.34,101,43.86
4102,479970,-0.28,119,42.98
4103,480294,-3.61,103,42.15
4104,480390,43.81,125,41.76
4105,480456,66.14,125,41.9
4106,480570,-27.57,100,40.64
4107,480600,12.68,125,41.07
4108,480618,87.29,125,41.75
4109,480972,-5.29,113,40.92
4110,481074,-2.69,103,40.55
4111,481116,1.1,121,40.19
4112,481260,10.47,115,38.64
4113,481350,72.3,125,37.5
4114,481368,85.31,125,37.22
4115,481722,53.64,125,37.69
4116,481812,2.44,116,36.94
4117,481824,40.52,125,35.92
4118,481998,20.85,123,34.77
4119,482100,38.36,125,35.75
4120,482118,39.78,125,35.94
4121,482472,61.4,125,36.45
4122,482490,6.49,113,36.93
4123,482574,36.53,125,37.42
4124,482598,-41.81,100,36.88
4125,482850,14.48,125,36.5
4126,482868,21.0,125,37.24
4127,483174,-35.48,100,36.06
4128,483198,-50.49,100,34.86
4129,483222,103.51,125,36.06
4130,483240,47.65,125,35.64
4131,483534,-1.17,114,35.22
4132,483618,48.59,125,34.79
4133,483924,25.83,125,35.19
4134,483948,57.89,125,35.66
4135,483972,46.18,125,35.35
4136,483990,42.86,125,35.36
4137,484134,-14.5,100,33.99
4138,484368,102.09,125,33.67
4139,484602,0.21,109,33.48
4140,484674,106.11,125,33.18
4141,484722,35.8,125,32.82
4142,484740,40.63,125,33.24
4143,484806,1.63,112,32.54
4144,485082,-4.29,119,31.3
4145,485352,58.73,125,32.26
4146,485412,-4.68,101,32.14
4147,485424,112.36,125,32.63
4148,485472,45.57,125,32.32
4149,485490,56.86,125,32.57
4150,485688,-8.66,101,31.6
4151,486072,0.71,108,31.0
4152,486102,25.49,125,30.32
4153,486162,-0.71,125,29.61
4154,486222,15.87,125,29.54
4155,486240,32.35,125,29.83
4156,486288,-49.79,100,29.58
4157,486678,-7.08,101,28.34
4158,486702,-54.52,100,26.94
4159,486822,-53.18,100,26.42
4160,486912,17.45,125,26.11
4161,486990,81.18,125,26.57
4162,487038,97.23,125,27.31
4163,487428,127.94,125,27.68
4164,487452,79.81,125,28.0
4165,487572,91.82,125,28.73
4166,487662,131.29,125,30.34
4167,487740,58.08,125,31.4
4168,487788,68.32,125,30.91
4169,488178,100.0,125,31.22
4170,488202,35.31,125,31.53
4171,488322,91.88,125,32.33
4172,488400,6.8,110,32.29
4173,488412,56.15,125,32.71
4174,488418,-2.92,105,32.08
4175,488922,-46.22,100,30.67
4176,488928,102.66,125,31.79
4177,488952,90.18,125,32.69
4178,489000,-59.41,100,31.41
4179,489162,73.61,125,31.14
4180,489168,64.09,125,30.97
4181,489672,115.55,125,30.93
4182,489678,91.78,125,32.4
4183,489702,51.7,125,32.92
4184,489750,102.09,125,34.25
4185,489912,30.28,125,34.53
4186,489918,74.22,125,35.07
4187,490422,22.02,125,35.45
4188,490428,114.05,125,36.91
4189,490452,67.27,125,36.87
4190,490500,7.74,125,37.13
4191,490512,-37.2,100,35.54
4192,490668,52.1,125,35.36
4193,491172,27.97,125,35.42
4194,491178,53.06,125,35.19
4195,491202,35.14,125,35.94
4196,491250,131.88,125,36.45
4197,491262,58.84,125,37.07
4198,491418,31.15,125,36.35
4199,491778,-50.91,100,36.41
4200,491886,15.23,119,36.07
4201,491952,51.98,125,36.67
4202,492000,100.76,125,37.68
4203,492012,44.9,125,38.16
4204,492168,58.88,125,38.32
4205,492528,127.44,125,38.93
4206,492636,40.44,125,39.61
4207,492702,104.78,125,40.53
4208,492750,115.61,125,40.81
4209,492762,118.52,125,42.05
4210,492918,35.42,125,42.43
4211,493242,-4.75,101,42.37
4212,493278,89.27,125,43.16
4213,493446,2.84,124,42.47
4214,493500,51.32,125,42.13
4215,493512,18.96,125,41.78
4216,493668,79.88,125,42.55
4217,493992,16.28,125,42.31
4218,494010,3.85,122,42.14
4219,494100,-12.91,100,41.63
4220,494112,-16.03,100,41.07
4221,494196,52.03,125,40.98
4222,494418,58.05,125,41.49
4223,494742,138.27,125,42.51
4224,494760,62.07,125,43.55
4225,494772,-3.98,112,43.36
4226,494862,119.51,125,44.35
4227,494946,105.21,125,45.76
4228,495168,58.8,125,46.85
4229,495462,-59.09,100,45.22
4230,495474,8.57,122,44.83
4231,495510,99.3,125,45.84
4232,495522,22.53,125,45.58
4233,495696,20.57,125,45.52
4234,495918,34.33,125,45.29
4235,496212,24.28,125,45.07
4236,496224,2.76,117,44.67
4237,496224,33.46,125,45.15
4238,496260,100.0,125,45.13
4239,496446,73.47,125,45.86
4240,496668,66.67,125,45.47
4241,496920,4.82,110,45.16
4242,496962,50.0,125,45.25
4243,496974,40.07,125,45.63
4244,496974,90.31,125,46.58
4245,497196,96.77,125,46.96
4246,497418,105.88,125,48.07
4247,497520,-45.03,100,46.49
4248,497712,70.07,125,46.74
4249,497724,74.55,125,46.91
4250,497724,71.88,125,47.72
4251,497946,38.26,125,48.09
4252,498120,-11.89,100,47.72
4253,498168,53.61,125,48.26
4254,498324,-45.19,100,47.65
4255,498324,-60.9,100,46.72
4256,498462,74.45,125,47.96
4257,498696,28.47,125,48.32
4258,498870,124.72,125,50.11
4259,498918,36.36,125,51.01
4260,499074,89.78,125,51.73
4261,499074,85.87,125,51.78
4262,499212,77.78,125,51.58
4263,499446,110.33,125,51.41
4264,499548,3.46,113,50.64
4265,499656,-4.7,123,49.68
4266,499758,3.89,114,48.4
4267,499818,6.06,124,47.88
4268,499962,126.28,125,48.46
4269,500196,128.14,125,48.74
4270,500298,98.63,125,49.38
4271,500406,126.28,125,49.72
4272,500508,99.3,125,50.65
4273,500568,38.26,125,50.47
4274,500712,119.33,125,51.69
4275,500946,135.52,125,53.51
4276,501048,85.05,125,53.33
4277,501156,32.69,125,52.76
4278,501210,18.34,117,53.53
4279,501318,57.19,125,53.37
4280,501462,108.19,125,53.81
4281,501696,111.41,125,53.77
4282,501798,49.64,125,53.35
4283,501822,3.79,111,52.87
4284,501960,84.56,125,52.69
4285,502068,123.05,125,53.62
4286,502212,101.49,125,53.89
4287,502446,110.7,125,54.78
4288,502548,135.71,125,55.0
4289,502572,110.0,125,55.42
4290,502710,137.55,125,56.72
4291,502818,106.19,125,58.16
4292,502962,116.91,125,58.8
4293,503196,124.08,125,59.77
4294,503298,92.59,125,60.16
4295,503322,134.48,125,61.15
4296,503460,100.0,125,60.84
4297,503568,94.35,125,61.19
4298,503712,91.88,125,61.8
4299,503922,-34.83,100,61.96
4300,503946,122.97,125,63.04
4301,504048,112.62,125,63.64
4302,504210,91.34,125,63.55
4303,504318,88.68,125,63.99
4304,504462,14.62,125,63.54
4305,504672,79.15,125,63.06
4306,504696,66.67,125,63.32
4307,504798,41.91,125,62.69
4308,504960,123.08,125,62.77
4309,505068,111.22,125,62.7
4310,505212,33.56,125,62.68
4311,505422,82.46,125,63.55
4312,505446,58.68,125,63.24
4313,505548,23.13,125,63.45
4314,505710,65.37,125,63.59
4315,505818,102.13,125,64.42
4316,505962,62.54,125,64.25
4317,506148,-39.04,100,63.69
4318,506172,113.56,125,64.79
4319,506196,109.56,125,66.01
4320,506418,-11.25,100,66.06
4321,506460,64.09,125,66.18
4322,506712,106.35,125,66.67
4323,506898,147.39,125,66.76
4324,506922,105.61,125,67.19
4325,506946,89.39,125,68.13
4326,507018,-53.76,100,66.39
4327,507210,115.69,125,66.5
4328,507462,99.34,125,66.9
4329,507624,6.82,113,67.56
4330,507648,90.84,125,68.39
4331,507672,93.31,125,68.33
4332,507768,154.55,125,69.65
4333,507960,136.43,125,70.8
4334,508212,115.49,125,71.62
4335,508224,-32.38,100,71.05
4336,508350,0.71,117,71.03
4337,508422,130.22,125,72.0
4338,508518,109.38,125,72.09
4339,508710,8.84,125,71.44
4340,508962,81.82,125,71.6
4341,508974,156.23,125,73.11
4342,509100,93.85,125,73.55
4343,509172,66.12,125,73.81
4344,509268,36.99,125,73.28
4345,509460,104.01,125,73.35
4346,509574,-66.13,100,71.63
4347,509706,-5.14,101,72.03
4348,509712,45.16,125,71.78
4349,509922,42.42,125,71.46
4350,510018,164.15,125,72.38
4351,510060,-61.07,100,71.39
4352,510174,-48.97,100,71.01
4353,510324,-1.45,102,70.46
4354,510456,39.16,125,71.31
4355,510540,-4.2,103,71.87
4356,510768,61.97,125,71.75
4357,510810,21.71,125,71.68
4358,510924,121.45,125,71.65
4359,510960,-2.98,106,71.26
4360,511140,-23.82,100,70.12
4361,511206,71.05,125,69.97
4362,511428,-4.94,103,69.14
4363,511518,30.29,125,68.34
4364,511608,8.8,114,68.4
4365,511710,102.17,125,69.47
4366,511752,-1.01,102,69.42
4367,511956,107.92,125,70.44
4368,512178,20.27,125,69.38
4369,512208,-61.53,100,67.48
4370,512268,96.36,125,67.46
4371,512460,118.12,125,67.37
4372,512502,93.77,125,67.32
4373,512586,-3.3,105,66.9
4374,512928,84.78,125,66.56
4375,512958,61.85,125,65.82
4376,513018,132.64,125,66.3
4377,513192,-8.6,101,65.88
4378,513210,59.54,125,66.3
4379,513252,20.88,125,65.93
4380,513678,84.47,125,65.7
4381,513696,13.44,123,64.72
4382,513768,51.34,125,64.73
4383,513792,-12.08,100,64.58
4384,513852,-32.03,100,63.41
4385,513960,79.49,125,62.97
4386,514428,104.86,125,63.01
4387,514446,56.46,125,62.46
4388,514518,42.86,125,61.54
4389,514542,66.67,125,61.1
4390,514602,35.04,125,60.08
4391,514710,30.57,125,59.32
4392,515028,-38.55,100,57.77
4393,515196,118.12,125,57.71
4394,515208,-4.41,101,56.74
4395,515268,66.67,125,56.06
4396,515292,78.91,125,55.85
4397,515316,-4.71,101,54.86
4398,515748,7.3,120,54.01
4399,515808,-30.46,100,54.06
4400,515922,-10.09,101,52.72
4401,515946,128.48,125,52.88
4402,516018,71.25,125,52.68
4403,516042,33.33,125,52.13
4404,516348,-42.54,100,51.56
4405,516558,98.5,125,51.75
4406,516612,10.35,115,51.19
4407,516642,-13.99,100,50.63
4408,516696,85.67,125,50.25
4409,516768,142.11,125,50.56
4410,517098,73.77,125,50.97
4411,517308,140.68,125,51.55
4412,517326,19.47,119,51.16
4413,517392,38.69,125,51.31
4414,517446,91.18,125,51.57
4415,517518,106.29,125,51.61
4416,517848,106.67,125,52.05
4417,518058,37.46,125,52.82
4418,518076,19.12,125,51.87
4419,518118,-29.39,100,50.48
4420,518142,77.94,125,51.38
4421,518196,85.43,125,51.59
4422,518598,13.56,125,50.66
4423,518808,110.03,125,50.29
4424,518826,142.11,125,50.65
4425,518868,71.82,125,50.48
4426,518892,80.92,125,51.82
4427,518946,137.92,125,52.05
4428,519348,157.46,125,52.63
4429,519468,-44.97,100,52.11
4430,519558,97.95,125,52.18
4431,519576,49.12,125,51.74
4432,519642,25.0,125,50.44
4433,519696,104.86,125,50.13
4434,520098,40.0,125,49.37
4435,520218,68.87,125,50.38
4436,520308,16.79,125,50.55
4437,520326,48.04,125,49.72
4438,520392,114.29,125,49.77
4439,520446,51.85,125,50.2
4440,520848,71.23,125,50.1
4441,520932,-10.29,101,48.43
4442,520968,18.64,125,47.68
4443,521058,134.31,125,48.36
4444,521142,4.76,116,48.04
4445,521142,84.47,125,47.84
4446,521532,-32.58,100,48.18
4447,521598,77.63,125,49.01
4448,521718,90.03,125,49.46
4449,521748,-5.33,101,48.98
4450,521808,50.82,125,47.85
4451,521832,6.68,115,48.52
4452,522282,105.98,125,50.07
4453,522324,-6.58,101,50.02
4454,522348,63.04,125,50.26
4455,522498,149.07,125,51.79
4456,522558,116.12,125,52.33
4457,522582,82.76,125,52.94
4458,522888,-8.24,101,51.65
4459,523074,39.53,125,52.07
4460,523098,114.04,125,53.45
4461,523098,-14.31,100,52.6
4462,523308,105.05,125,53.7
4463,523332,144.19,125,54.84
4464,523638,66.67,125,55.42
4465,523824,70.07,125,55.09
4466,523848,186.22,125,56.97
4467,523848,49.85,125,56.39
4468,523932,-12.81,100,56.05
4469,524058,117.23,125,57.84
4470,524304,-0.75,111,56.87
4471,524520,8.3,112,55.77
4472,524574,130.48,125,56.14
4473,524598,109.79,125,57.27
4474,524658,-11.21,100,56.31
4475,524682,91.34,125,56.61
4476,525054,85.76,125,56.14
4477,525174,-56.78,100,55.66
4478,525270,78.13,125,55.84
4479,525348,51.82,125,56.15
4480,525408,47.26,125,55.78
4481,525432,142.99,125,57.07
4482,525804,15.51,125,56.72
4483,525924,150.84,125,58.34
4484,526020,122.22,125,59.89
4485,526098,75.38,125,59.85
4486,526122,-1.75,115,58.78
4487,526158,42.51,125,58.64
4488,526416,-3.24,102,58.18
4489,526620,-11.51,100,57.4
4490,526674,124.42,125,58.29
4491,526722,-24.81,100,57.74
4492,526758,-22.2,100,57.9
4493,526848,107.12,125,57.79
4494,527034,-4.43,103,57.79
4495,527370,105.39,125,58.18
4496,527424,128.4,125,58.67
4497,527472,96.43,125,59.68
4498,527508,135.74,125,60.97
4499,527598,92.07,125,62.19
4500,527742,4.54,118,62.34
4501,528054,2.19,114,61.08
4502,528114,-6.07,101,60.3
4503,528174,137.62,125,61.35
4504,528204,-8.47,101,61.69
4505,528222,45.91,125,61.16
4506,528492,11.97,125,61.18
4507,528804,67.72,125,62.0
4508,528822,-33.06,100,60.81
4509,528828,1.54,109,59.4
4510,528864,50.0,125,59.17
4511,528954,168.66,125,59.45
4512,529092,-39.7,100,58.85
4513,529512,11.05,115,58.58
4514,529554,-52.97,100,57.14
4515,529554,25.88,125,56.33
4516,529578,30.52,125,55.57
4517,529614,67.74,125,55.87
4518,529770,1.85,113,55.7
4519,530184,2.51,112,56.02
4520,530220,-5.7,101,55.18
4521,530304,10.89,121,54.44
4522,530304,47.6,125,54.78
4523,530304,28.68,125,53.96
4524,530520,120.47,125,53.75
4525,530820,-13.29,100,52.9
4526,530934,40.13,125,52.49
4527,531054,137.46,125,52.48
4528,531054,40.22,125,51.31
4529,531054,31.49,125,52.08
4530,531120,-14.98,100,50.95
4531,531516,-0.74,116,50.45
4532,531534,-43.37,100,49.76
4533,531654,-25.71,100,48.46
4534,531720,-44.61,100,47.61
4535,531804,37.72,125,47.3
4536,531804,113.59,125,48.27
4537,532266,42.38,125,48.21
4538,532284,63.04,125,47.7
4539,532320,-29.28,100,46.89
4540,532404,50.33,125,46.68
4541,532404,-53.9,100,46.24
4542,532476,0.14,112,46.06
4543,532884,-53.48,100,44.18
4544,533016,44.69,125,44.58
4545,533070,97.88,125,44.71
4546,533154,119.27,125,46.23
4547,533154,40.26,125,45.86
4548,533226,32.2,125,45.28
4549,533490,-6.11,101,45.27
4550,533616,-12.68,100,44.64
4551,533670,-40.0,100,44.17
4552,533754,-52.01,100,42.59
4553,533904,114.52,125,43.8
4554,533976,41.03,125,43.58
4555,534090,-12.84,100,41.96
4556,534270,-34.86,100,40.45
4557,534354,-53.18,100,39.09
4558,534366,131.05,125,40.49
4559,534654,24.18,125,40.33
4560,534726,84.52,125,40.04
4561,534840,81.82,125,41.0
4562,534870,-13.99,100,39.81
4563,534966,-24.86,100,38.12
4564,535104,112.54,125,38.58
4565,535404,136.67,125,39.24
4566,535440,-53.46,100,36.85
4567,535476,72.64,125,37.07
4568,535566,-28.38,100,36.92
4569,535620,52.67,125,36.27
4570,535854,161.82,125,37.9
4571,536004,-59.31,100,37.22
4572,536166,-48.02,100,35.44
4573,536190,21.0,125,34.55
4574,536226,136.36,125,36.03
4575,536370,24.54,125,35.36
4576,536604,60.14,125,35.1
4577,536682,11.49,113,35.78
4578,536916,136.93,125,36.37
4579,536940,91.82,125,36.77
4580,536976,51.82,125,36.82
4581,537048,4.68,113,35.43
4582,537354,156.41,125,36.84
4583,537432,45.83,125,35.79
4584,537666,62.7,125,35.2
4585,537690,75.32,125,35.2
4586,537726,42.38,125,35.64
4587,537798,68.17,125,35.9
4588,537954,-52.7,100,35.4
4589,538182,87.5,125,36.39
4590,538338,1.32,108,35.16
4591,538416,77.99,125,36.19
4592,538476,110.36,125,37.51
4593,538548,77.02,125,37.21
4594,538704,24.11,125,37.5
4595,538782,-58.03,100,35.86
4596,539088,100.0,125,35.58
4597,539166,98.17,125,35.6
4598,539226,106.78,125,35.31
4599,539298,67.26,125,35.06
4600,539454,38.05,125,35.39
4601,539532,112.62,125,36.5
4602,539838,67.25,125,37.23
4603,539916,31.66,125,36.17
4604,539976,125.0,125,37.51
4605,540048,137.59,125,38.42
4606,540186,-1.76,109,38.29
4607,540204,90.16,125,38.51
4608,540588,84.29,125,39.68
4609,540666,20.13,125,39.87
4610,540726,146.95,125,40.84
4611,540768,29.95,120,39.45
4612,540786,-11.97,100,39.73
4613,540936,4.74,122,39.67
4614,541338,143.73,125,41.63
4615,541392,-7.95,101,41.3
4616,541416,49.84,125,41.49
4617,541476,26.21,125,41.07
4618,541518,76.47,125,41.82
4619,541548,-2.13,102,41.77
4620,542088,99.32,125,42.82
4621,542142,67.51,125,43.39
4622,542166,65.17,125,43.57
4623,542184,0.94,111,43.29
4624,542196,0.42,108,42.09
4625,542226,202.58,125,44.25
4626,542724,-3.8,106,43.81
4627,542766,-28.65,100,42.15
4628,542790,-4.89,101,41.7
4629,542826,-57.85,100,40.8
4630,542892,32.72,125,41.28
4631,542946,109.62,125,42.38
4632,543474,95.73,125,43.77
4633,543516,89.37,125,44.92
4634,543540,92.44,125,46.29
4635,543546,-49.55,100,45.42
4636,543576,65.54,125,44.94
4637,543642,53.04,125,45.05
4638,544224,91.34,125,45.33
4639,544266,47.17,125,46.1
4640,544290,72.3,125,46.32
4641,544296,19.35,125,47.05
4642,544326,119.27,125,48.24
4643,544392,158.62,125,50.36
4644,544890,-28.06,100,49.63
4645,544974,105.7,125,49.71
4646,545016,93.22,125,49.45
4647,545046,121.82,125,50.27
4648,545076,45.99,125,50.4
4649,545106,8.8,119,50.55
4650,545490,-24.62,100,50.43
4651,545682,7.76,111,50.91
4652,545724,102.13,125,52.45
4653,545790,4.32,114,51.35
4654,545796,114.52,125,52.09
4655,545826,25.0,125,52.46
4656,546240,44.37,125,53.26
4657,546432,34.68,125,54.13
4658,546474,113.0,125,53.95
4659,546492,1.92,117,53.73
4660,546546,100.73,125,53.89
4661,546576,97.84,125,54.05
4662,546990,126.28,125,55.46
4663,547182,-6.41,101,55.64
4664,547182,73.14,125,55.25
4665,547188,15.09,119,54.03
4666,547242,60.96,125,55.18
4667,547296,115.28,125,55.6
4668,547644,-1.77,109,55.87
4669,547788,-58.17,100,54.76
4670,547896,12.49,119,53.27
4671,547932,102.09,125,54.88
4672,547992,86.51,125,56.23
4673,548046,50.13,125,56.52
4674,548394,103.51,125,56.19
4675,548532,-59.92,100,55.34
4676,548538,82.76,125,55.57
4677,548646,8.36,125,55.54
4678,548742,50.59,125,54.67
4679,548796,24.51,125,54.0
4680,549138,-10.72,101,53.38
4681,549144,52.27,125,53.85
4682,549288,100.0,125,53.29
4683,549342,-26.01,100,52.57
4684,549396,123.48,125,53.18
4685,549546,27.27,125,52.7
4686,549888,101.44,125,53.29
4687,549894,101.3,125,53.62
4688,550002,-4.39,110,54.1
4689,550038,31.15,125,53.54
4690,550146,89.83,125,54.42
4691,550296,35.37,125,54.0
4692,550608,-7.37,101,52.82
4693,550638,64.91,125,52.7
4694,550644,45.99,125,52.92
4695,550722,15.59,114,53.65
4696,550896,23.13,125,52.89
4697,551046,34.68,125,52.25
4698,551208,-17.69,100,51.01
4699,551388,45.75,125,50.79
4700,551394,56.58,125,50.98
4701,551472,18.24,125,50.03
4702,551646,33.56,125,49.7
4703,551796,68.83,125,50.07
4704,551958,114.29,125,49.96
4705,552138,119.67,125,49.78
4706,552144,21.71,125,50.02
4707,552222,161.19,125,50.73
4708,552396,39.53,125,50.28
4709,552396,-53.65,100,49.54
4710,552558,-49.39,100,47.58
4711,552888,120.64,125,48.48
4712,552894,105.48,125,49.66
4713,552972,2.1,125,49.63
4714,553146,78.83,125,48.98
4715,553146,40.0,125,49.46
4716,553242,13.4,114,49.1
4717,553638,54.14,125,49.38
4718,553644,50.54,125,49.12
4719,553722,60.66,125,49.75
4720,553896,125.17,125,50.0
4721,553896,73.61,125,50.07
4722,553992,58.21,125,50.0
4723,554388,71.64,125,50.7
4724,554394,108.48,125,51.78
4725,554472,40.47,125,50.16
4726,554496,-10.23,100,50.1
4727,554646,55.49,125,50.94
4728,554742,25.81,125,51.25
4729,555072,-16.84,100,51.66
4730,555138,132.56,125,52.65
4731,555144,86.67,125,52.43
4732,555246,107.61,125,52.54
4733,555246,-12.2,100,51.53
4734,555426,6.36,114,50.67
4735,555750,-9.37,101,51.07
4736,555822,73.47,125,51.15
4737,555846,-15.06,100,50.47
4738,555888,34.02,125,49.89
4739,555996,16.21,125,49.58
4740,556176,65.49,125,49.52
4741,556350,-53.73,100,48.79
4742,556566,21.65,120,47.81
4743,556572,74.45,125,46.97
4744,556638,104.3,125,48.29
4745,556746,37.93,125,47.61
4746,556926,60.61,125,47.29
4747,557100,84.3,125,46.91
4748,557184,-4.06,103,46.41
4749,557322,124.26,125,47.57
4750,557346,-63.64,100,47.18
4751,557388,29.87,125,47.4
4752,557580,2.02,109,46.4
4753,557784,-11.6,100,46.24
4754,557850,51.9,125,45.61
4755,557988,-22.37,100,45.14
4756,558072,85.76,125,45.55
4757,558090,21.68,124,45.42
4758,558330,22.64,125,44.52
4759,558384,-34.25,100,44.16
4760,558456,-7.95,101,43.07
4761,558690,-10.8,100,41.98
4762,558738,156.51,125,42.29
4763,558822,42.43,125,42.77
4764,558930,-33.64,100,41.71
4765,559134,90.64,125,42.46
4766,559206,140.51,125,43.26
4767,559440,87.5,125,42.98
4768,559488,162.96,125,44.63
4769,559572,77.91,125,45.99
4770,559680,62.25,125,46.48
4771,559734,-19.21,100,45.27
4772,559956,68.22,125,45.09
4773,560088,-23.26,100,44.35
4774,560190,69.93,125,44.02
4775,560280,-31.85,100,44.3
4776,560322,41.91,125,43.89
4777,560484,116.98,125,44.98
4778,560688,-25.65,100,44.22
4779,560706,97.95,125,44.95
4780,560898,-4.94,103,45.01
4781,560922,-64.66,100,43.84
4782,560940,101.41,125,43.85
4783,561234,82.98,125,44.94
4784,561438,79.81,125,44.51
4785,561456,38.3,125,44.62
4786,561546,-6.5,101,43.54
4787,561600,22.63,117,42.75
4788,561672,91.92,125,43.71
4789,561918,6.12,114,43.46
4790,562038,-30.33,100,42.26
4791,562056,-24.83,100,41.66
4792,562212,-3.4,102,41.7
4793,562296,34.18,125,41.39
4794,562422,21.32,125,41.14
4795,562638,-40.71,100,40.58
4796,562668,103.95,125,41.39
4797,562806,186.71,125,42.91
4798,562962,85.96,125,43.95
4799,563046,125.35,125,44.74
4800,563172,102.95,125,45.21
4801,563388,101.44,125,46.04
4802,563418,143.15,125,47.13
4803,563556,97.8,125,47.42
4804,563712,25.89,125,46.54
4805,563796,120.28,125,46.55
4806,563922,159.93,125,47.93
4807,564138,80.21,125,47.12
4808,564168,95.95,125,47.68
4809,564306,168.21,125,49.9
4810,564312,-15.25,100,50.24
4811,564546,134.66,125,50.38
4812,564672,42.86,125,49.76
4813,564888,134.85,125,51.08
4814,564912,-32.55,100,49.97
4815,564918,37.61,125,49.95
4816,565056,105.63,125,50.87
4817,565296,124.83,125,51.58
4818,565422,34.95,125,51.42
4819,565626,10.68,118,50.92
4820,565638,161.03,125,51.28
4821,565662,126.67,125,51.81
4822,565806,126.77,125,52.49
4823,565896,-11.52,100,51.66
4824,566172,195.72,125,52.54
4825,566226,-36.05,100,51.77
4826,566388,62.54,125,52.5
4827,566412,60.49,125,52.55
4828,566556,104.38,125,53.33
4829,566592,9.92,116,53.6
4830,566922,93.1,125,53.21
4831,566976,71.23,125,53.05
4832,567138,85.76,125,52.83
4833,567162,72.4,125,53.68
4834,567306,99.31,125,54.61
4835,567318,14.31,121,54.85
4836,567672,125.81,125,55.37
4837,567726,40.6,125,55.93
4838,567888,91.13,125,56.5
4839,567906,-17.7,100,56.16
4840,567912,134.09,125,56.84
4841,568068,114.95,125,58.53
4842,568422,96.67,125,59.28
4843,568476,58.68,125,59.12
4844,568638,105.57,125,59.14
4845,568656,117.06,125,59.93
4846,568662,211.02,125,61.43
4847,568818,31.58,125,60.9
4848,569022,-22.65,100,60.72
4849,569226,83.95,125,60.32
4850,569310,5.4,109,61.01
4851,569388,137.24,125,62.08
4852,569412,11.31,125,62.17
4853,569568,97.41,125,63.26
4854,569772,135.92,125,64.1
4855,569826,-17.3,100,64.15
4856,570006,-1.98,103,63.28
4857,570060,71.23,125,63.77
4858,570162,52.1,125,64.07
4859,570318,208.22,125,66.49
4860,570522,111.92,125,67.69
4861,570576,154.48,125,69.34
4862,570756,125.35,125,69.03
4863,570810,51.82,125,69.12
4864,570900,22.04,123,69.68
4865,570918,-24.12,100,68.53
4866,571272,107.55,125,68.2
4867,571326,82.43,125,68.15
4868,571410,-40.2,100,66.12
4869,571506,49.09,125,65.83
4870,571650,121.8,125,66.43
4871,571668,121.43,125,67.84
4872,571992,5.27,120,67.21
4873,572076,32.2,125,67.76
4874,572160,106.9,125,68.13
4875,572166,-2.09,110,68.43
4876,572400,27.64,125,68.29
4877,572418,52.94,125,67.64
4878,572592,-23.39,100,67.67
4879,572766,-24.27,100,66.45
4880,572826,137.93,125,67.87
4881,572910,104.46,125,69.56
4882,573000,-20.51,100,68.35
4883,573126,2.25,118,67.54
4884,573342,141.26,125,68.15
4885,573366,-58.59,100,67.18
4886,573576,79.03,125,68.04
4887,573660,61.07,125,68.42
4888,573726,-15.18,100,67.35
4889,573750,84.91,125,68.14
4890,573942,-12.81,100,68.32
4891,573966,-18.91,100,68.38
4892,574326,99.29,125,69.4
4893,574350,-34.25,100,68.72
4894,574410,61.54,125,69.12
4895,574476,13.43,125,69.66
4896,574566,-11.3,100,68.51
4897,574668,5.76,121,66.7
4898,574968,-5.35,103,65.79
4899,574986,2.28,110,64.56
4900,575160,33.89,125,63.86
4901,575226,80.98,125,63.66
4902,575256,8.72,115,62.32
4903,575418,96.14,125,62.3
4904,575676,2.59,115,62.07
4905,575718,123.83,125,62.1
4906,575760,-40.17,100,60.1
4907,575976,151.72,125,60.82
4908,576006,60.45,125,60.46
4909,576168,21.21,125,58.99
4910,576360,-22.0,100,58.92
4911,576402,1.77,114,57.59
4912,576426,56.86,125,57.73
4913,576726,22.81,125,56.61
4914,576756,83.52,125,57.77
4915,576768,-13.11,100,57.27
4916,577020,-1.21,110,56.2
4917,577152,63.32,125,55.58
4918,577176,109.15,125,56.33
4919,577368,0.42,107,56.22
4920,577506,81.49,125,55.43
4921,577518,92.81,125,55.09
4922,577770,127.27,125,55.09
4923,577902,42.86,125,55.64
4924,577926,137.74,125,55.06
4925,578118,-4.68,102,55.37
4926,578118,138.91,125,56.14
4927,578118,-13.96,100,55.39
4928,578520,29.15,125,54.64
4929,578652,66.67,125,55.21
4930,578676,83.28,125,55.11
4931,578868,72.93,125,55.13
4932,578868,29.1,125,54.56
4933,578868,84.85,125,54.68
4934,579198,3.54,113,53.73
4935,579282,-9.85,101,53.48
4936,579402,46.52,125,52.69
4937,579468,-12.63,100,52.16
4938,579618,109.52,125,52.34
4939,579618,58.5,125,53.1
4940,579948,50.38,125,52.27
4941,580002,-22.31,100,50.9
4942,580032,29.03,125,50.22
4943,580218,48.26,125,50.11
4944,580368,132.39,125,50.38
