episode,step,reward,length,running_avg
10844,1263096,93.68,125,46.01
10845,1263234,1.17,111,45.87
10846,1263318,24.95,125,46.3
10847,1263570,163.94,125,47.39
10848,1263672,-3.22,118,45.76
10849,1263732,55.48,125,45.23
10850,1263756,6.7,110,44.7
10851,1263984,18.06,125,44.09
10852,1264068,77.94,125,45.04
10853,1264320,89.47,125,45.46
10854,1264422,94.89,125,46.43
10855,1264482,95.65,125,46.1
10856,1264506,187.82,125,47.3
10857,1264626,-0.85,107,45.72
10858,1264818,34.7,125,45.92
10859,1265022,-10.0,100,45.94
10860,1265070,158.39,125,46.53
10861,1265082,-37.93,100,46.06
10862,1265256,125.09,125,46.98
10863,1265376,125.56,125,48.39
10864,1265556,19.21,123,48.36
10865,1265772,107.1,125,49.65
10866,1265820,91.28,125,50.12
10867,1265832,49.57,125,49.68
10868,1266006,147.06,125,50.29
10869,1266126,127.59,125,51.62
10870,1266306,93.77,125,52.38
10871,1266522,31.49,125,51.38
10872,1266570,144.27,125,51.68
10873,1266582,74.24,125,52.68
10874,1266708,1.07,117,52.57
10875,1266876,46.96,125,52.78
10876,1267050,20.15,124,51.81
10877,1267236,-1.67,109,50.84
10878,1267272,106.45,125,52.02
10879,1267308,-29.09,100,50.97
10880,1267320,39.96,125,50.48
10881,1267626,157.63,125,52.13
10882,1267800,21.23,125,51.0
10883,1267902,1.77,111,50.38
10884,1268022,45.89,125,49.67
10885,1268058,21.21,125,48.86
10886,1268070,23.33,125,48.88
10887,1268226,-52.8,100,48.76
10888,1268550,162.55,125,49.6
10889,1268622,-33.49,100,48.51
10890,1268652,170.59,125,50.34
10891,1268808,127.42,125,51.49
10892,1268820,90.94,125,51.72
10893,1268976,38.18,125,51.82
10894,1269300,161.74,125,52.96
10895,1269372,127.94,125,54.16
10896,1269402,137.41,125,55.21
10897,1269558,149.08,125,56.57
10898,1269570,95.73,125,57.1
10899,1269726,152.53,125,58.44
10900,1270038,10.14,111,58.0
10901,1270050,149.23,125,58.58
10902,1270152,136.36,125,58.68
10903,1270278,19.57,118,58.26
10904,1270308,103.88,125,59.72
10905,1270476,182.69,125,61.78
10906,1270788,101.89,125,62.06
10907,1270800,169.1,125,62.78
10908,1270902,159.87,125,64.34
10909,1271028,70.28,125,64.69
10910,1271058,65.66,125,64.97
10911,1271088,-2.46,102,64.64
10912,1271394,-8.55,101,65.09
10913,1271550,55.71,125,65.48
10914,1271592,30.38,115,65.08
10915,1271778,138.1,125,66.86
10916,1271808,81.21,125,66.31
10917,1271838,196.99,125,68.3
10918,1272144,46.34,125,68.82
10919,1272150,-13.53,100,67.9
10920,1272192,-56.59,100,65.53
10921,1272528,108.19,125,65.54
10922,1272558,136.67,125,66.78
10923,1272588,108.2,125,67.8
10924,1272750,-35.22,100,66.8
10925,1272840,-2.29,108,66.37
10926,1272894,167.92,125,66.79
10927,1273176,-3.78,103,66.53
10928,1273278,213.38,125,68.55
10929,1273302,8.97,119,67.79
10930,1273440,-52.79,100,67.53
10931,1273500,135.88,125,68.18
10932,1273644,168.2,125,70.42
10933,1273926,140.28,125,71.78
10934,1274028,59.72,125,71.79
10935,1274052,82.95,125,72.01
10936,1274190,116.22,125,72.54
10937,1274250,58.84,125,72.84
10938,1274316,-1.36,112,72.4
10939,1274526,-26.59,100,71.06
10940,1274760,0.84,118,70.97
10941,1274778,121.88,125,71.63
10942,1274940,67.26,125,72.31
10943,1275000,181.63,125,73.61
10944,1275066,99.75,125,73.67
10945,1275276,146.67,125,75.13
10946,1275456,11.92,113,75.0
10947,1275510,80.21,125,74.16
10948,1275690,145.61,125,75.65
10949,1275750,112.7,125,76.22
10950,1275816,124.42,125,77.4
10951,1276026,128.19,125,78.5
10952,1276200,21.89,124,77.94
10953,1276260,46.26,125,77.51
10954,1276440,15.51,125,76.71
10955,1276500,73.61,125,76.49
10956,1276566,182.23,125,76.44
10957,1276776,137.41,125,77.82
10958,1276950,178.88,125,79.26
10959,1277010,98.63,125,80.35
10960,1277190,209.03,125,80.85
10961,1277250,137.23,125,82.6
10962,1277316,124.56,125,82.6
10963,1277526,8.43,125,81.43
10964,1277700,124.83,125,82.48
10965,1277760,12.32,125,81.54
10966,1277790,-10.4,100,80.52
10967,1278000,101.3,125,81.04
10968,1278066,162.95,125,81.2
10969,1278276,91.08,125,80.83
10970,1278402,-3.57,102,79.86
10971,1278450,65.17,125,80.19
10972,1278510,120.86,125,79.96
10973,1278750,157.46,125,80.79
10974,1278816,15.63,125,80.94
10975,1279026,30.87,125,80.78
10976,1279038,0.91,106,80.58
10977,1279200,141.99,125,82.02
10978,1279260,102.53,125,81.98
10979,1279500,25.87,125,82.53
10980,1279566,155.1,125,83.68
10981,1279740,18.13,119,82.29
10982,1279788,200.0,125,84.07
10983,1279950,55.84,125,84.62
10984,1280010,121.85,125,85.38
10985,1280166,-0.66,111,85.16
10986,1280316,208.55,125,87.01
10987,1280490,14.38,125,87.68
10988,1280538,192.59,125,87.98
10989,1280700,164.81,125,89.96
10990,1280760,27.73,125,88.54
10991,1280916,86.05,125,88.12
10992,1281066,100.62,125,88.22
10993,1281240,160.87,125,89.45
10994,1281288,48.58,125,88.31
10995,1281300,-35.02,100,86.68
10996,1281360,-10.8,100,85.2
10997,1281516,-50.59,100,83.21
10998,1281816,72.76,125,82.98
10999,1281906,-6.07,101,81.39
11000,1281990,107.46,125,82.36
11001,1282038,46.95,125,81.34
11002,1282086,23.05,121,80.21
11003,1282218,8.64,117,80.1
11004,1282566,208.24,125,81.14
11005,1282656,33.18,125,79.65
11006,1282740,142.99,125,80.06
11007,1282788,122.22,125,79.59
11008,1282836,61.76,125,78.61
11009,1282968,23.19,125,78.14
11010,1283316,200.33,125,79.48
11011,1283394,-5.8,101,79.45
11012,1283406,162.36,125,81.16
11013,1283490,146.01,125,82.06
11014,1283586,183.09,125,83.59
11015,1283718,152.98,125,83.74
11016,1284066,145.85,125,84.38
11017,1284144,21.41,125,82.63
11018,1284156,92.98,125,83.09
11019,1284228,3.64,123,83.27
11020,1284336,65.41,125,84.49
11021,1284468,125.26,125,84.66
11022,1284816,71.62,125,84.01
11023,1284894,110.08,125,84.03
11024,1284906,107.24,125,85.45
11025,1284978,32.58,125,85.8
11026,1285086,57.19,125,84.69
11027,1285218,182.14,125,86.55
11028,1285416,-20.85,100,84.21
11029,1285644,99.41,125,85.11
11030,1285656,132.08,125,86.96
11031,1285728,135.29,125,86.96
11032,1285818,-29.47,100,84.98
11033,1285836,80.89,125,84.38
11034,1286166,135.48,125,85.14
11035,1286256,-15.74,100,84.16
11036,1286334,-7.63,101,82.92
11037,1286394,152.83,125,83.86
11038,1286436,-31.02,100,83.56
11039,1286568,172.41,125,85.55
11040,1286790,-2.39,104,85.52
11041,1287006,106.41,125,85.36
11042,1287084,81.18,125,85.5
11043,1287144,36.17,125,84.05
11044,1287186,173.05,125,84.78
11045,1287318,193.33,125,85.25
11046,1287540,170.55,125,86.83
11047,1287606,-16.57,100,85.87
11048,1287834,28.53,125,84.7
11049,1287894,162.77,125,85.2
11050,1287936,193.68,125,85.89
11051,1288068,118.52,125,85.79
11052,1288290,143.06,125,87.0
11053,1288290,-1.51,114,86.53
11054,1288584,133.44,125,87.7
11055,1288644,37.32,125,87.34
11056,1288686,67.33,125,86.19
11057,1288818,45.3,125,85.27
11058,1288974,12.92,114,83.61
11059,1289040,142.42,125,84.05
11060,1289244,-51.6,100,81.44
11061,1289334,91.18,125,80.98
11062,1289436,61.72,125,80.36
11063,1289568,21.06,125,80.48
11064,1289634,6.08,110,79.29
11065,1289790,166.45,125,80.84
11066,1289994,75.23,125,81.69
11067,1290084,24.58,125,80.92
11068,1290186,135.29,125,80.65
11069,1290192,-4.17,104,79.7
11070,1290384,234.57,125,82.08
11071,1290540,128.01,125,82.7
11072,1290684,-45.64,100,81.04
11073,1290744,19.12,125,79.66
11074,1290936,107.55,125,80.58
11075,1290942,156.97,125,81.84
11076,1291134,130.03,125,83.13
11077,1291290,19.35,125,81.9
11078,1291434,96.01,125,81.84
11079,1291494,146.06,125,83.04
11080,1291542,-46.54,100,81.02
11081,1291686,60.1,125,81.44
11082,1291734,-20.4,100,79.24
11083,1292028,32.81,123,79.01
11084,1292184,181.25,125,79.6
11085,1292244,222.1,125,81.83
11086,1292292,62.79,125,80.37
11087,1292400,8.22,119,80.31
11088,1292484,170.27,125,80.09
11089,1292778,335.78,125,81.8
11090,1292934,168.82,125,83.21
11091,1292994,152.43,125,83.87
11092,1293042,35.71,125,83.22
11093,1293150,100.65,125,82.62
11094,1293234,36.51,125,82.5
11095,1293528,228.24,125,85.13
11096,1293684,181.15,125,87.05
11097,1293744,57.56,125,88.13
11098,1293756,8.22,119,87.49
11099,1293900,73.29,125,88.28
11100,1293984,144.65,125,88.65
11101,1294278,113.29,125,89.32
11102,1294362,-5.64,101,89.03
11103,1294434,125.9,125,90.2
11104,1294494,30.61,125,88.43
11105,1294650,172.41,125,89.82
11106,1294734,122.6,125,89.61
11107,1294878,-26.8,100,88.12
11108,1295112,135.88,125,88.86
11109,1295184,167.86,125,90.31
11110,1295244,94.54,125,89.25
11111,1295394,-3.25,110,89.28
11112,1295400,50.33,125,88.16
11113,1295628,197.58,125,88.67
11114,1295862,187.67,125,88.72
11115,1295934,75.9,125,87.95
11116,1295994,182.54,125,88.32
11117,1296144,33.33,125,88.44
11118,1296150,179.31,125,89.3
11119,1296378,122.63,125,90.49
11120,1296612,111.68,125,90.95
11121,1296684,93.44,125,90.63
11122,1296744,157.04,125,91.49
11123,1296870,20.18,121,90.59
11124,1296900,203.25,125,91.55
11125,1297128,135.54,125,92.58
11126,1297344,-28.1,100,91.73
11127,1297362,150.7,125,91.41
11128,1297434,154.13,125,93.16
11129,1297620,161.36,125,93.78
11130,1297650,129.24,125,93.75
11131,1297878,103.33,125,93.43
11132,1297944,-47.88,100,93.25
11133,1298112,77.76,125,93.22
11134,1298184,82.76,125,92.69
11135,1298370,51.32,125,93.36
11136,1298400,213.38,125,95.57
11137,1298628,35.48,125,94.4
11138,1298694,149.18,125,96.2
11139,1298784,-32.64,100,94.15
11140,1298862,82.41,125,95.0
11141,1299120,128.67,125,95.22
11142,1299150,170.36,125,96.11
11143,1299294,-41.31,100,95.34
11144,1299306,-1.71,113,93.59
11145,1299534,177.11,125,93.43
11146,1299612,135.67,125,93.08
11147,1299870,143.64,125,94.68
11148,1299900,53.31,125,94.93
11149,1300044,117.99,125,94.48
11150,1300056,162.8,125,94.17
11151,1300218,6.12,114,93.05
11152,1300362,216.98,125,93.79
11153,1300620,84.0,125,94.64
11154,1300650,34.68,125,93.65
11155,1300794,48.2,125,93.76
11156,1300806,67.58,125,93.76
11157,1300926,1.85,118,93.33
11158,1301112,55.29,125,93.75
11159,1301220,-53.15,100,91.8
11160,1301400,123.88,125,93.55
11161,1301544,154.68,125,94.19
11162,1301556,82.43,125,94.39
11163,1301676,97.76,125,95.16
11164,1301730,-5.21,103,95.05
11165,1301970,31.47,125,93.7
11166,1302126,24.97,121,93.2
11167,1302216,2.87,112,92.98
11168,1302306,261.94,125,94.25
11169,1302426,96.43,125,95.25
11170,1302480,126.11,125,94.17
11171,1302720,57.93,125,93.47
11172,1302876,30.56,125,94.23
11173,1302966,103.95,125,95.08
11174,1303056,84.5,125,94.85
11175,1303176,107.24,125,94.35
11176,1303188,10.38,118,93.15
11177,1303392,8.66,112,93.05
11178,1303482,-6.04,101,92.03
11179,1303716,120.74,125,91.77
11180,1303728,2.99,112,92.27
11181,1303926,112.12,125,92.79
11182,1303938,228.06,125,95.27
11183,1304124,11.64,122,95.06
11184,1304232,183.69,125,95.08
11185,1304316,-19.49,100,92.67
11186,1304478,26.35,125,92.3
11187,1304676,29.03,125,92.51
11188,1304688,97.99,125,91.79
11189,1304874,54.1,125,88.97
11190,1304982,187.2,125,89.16
11191,1305066,83.28,125,88.47
11192,1305228,134.48,125,89.45
11193,1305426,156.49,125,90.01
11194,1305438,114.36,125,90.79
11195,1305582,-32.05,100,88.19
11196,1305624,35.38,125,86.73
11197,1305816,170.0,125,87.85
11198,1305978,117.23,125,88.94
11199,1306176,26.81,125,88.48
11200,1306188,24.14,125,87.27
11201,1306332,74.92,125,86.89
11202,1306374,128.68,125,88.23
11203,1306566,183.09,125,88.81
11204,1306728,98.72,125,89.49
11205,1306776,-37.22,100,87.39
11206,1306806,-3.68,103,86.13
11207,1306932,-24.55,100,86.15
11208,1306974,-60.97,100,84.18
11209,1307316,157.14,125,84.07
11210,1307364,-1.18,106,83.12
11211,1307406,-53.17,100,82.62
11212,1307526,137.34,125,83.49
11213,1307682,172.43,125,83.24
11214,1307724,65.47,125,82.01
11215,1307916,-43.21,100,80.82
11216,1308006,-39.54,100,78.6
11217,1308114,190.54,125,80.17
11218,1308276,33.12,125,78.71
11219,1308282,-25.35,100,77.23
11220,1308474,18.47,125,76.3
11221,1308666,140.92,125,76.78
11222,1308756,49.41,125,75.7
11223,1308864,17.69,125,75.67
11224,1308972,6.54,116,73.71
11225,1309032,88.0,125,73.23
11226,1309074,-50.69,100,73.01
11227,1309266,-29.87,100,71.2
11228,1309506,165.43,125,71.31
11229,1309614,40.41,125,70.1
11230,1309722,151.68,125,70.33
11231,1309782,13.6,125,69.43
11232,1309824,95.83,125,70.87
11233,1310016,109.91,125,71.19
11234,1310256,92.88,125,71.29
11235,1310364,100.0,125,71.78
11236,1310460,29.26,123,69.94
11237,1310532,108.07,125,70.66
11238,1310574,212.25,125,71.29
11239,1310766,74.07,125,72.36
11240,1311006,101.49,125,72.55
11241,1311114,194.57,125,73.21
11242,1311210,148.37,125,72.99
11243,1311282,128.57,125,74.69
11244,1311324,105.32,125,75.76
11245,1311516,124.14,125,75.23
11246,1311756,124.49,125,75.12
11247,1311864,203.45,125,75.72
11248,1311888,-9.14,101,75.09
11249,1311960,142.96,125,75.34
11250,1312044,10.3,120,73.82
11251,1312266,167.86,125,75.43
11252,1312494,-6.48,101,73.2
11253,1312506,157.14,125,73.93
11254,1312614,241.18,125,76.0
11255,1312710,150.0,125,77.01
11256,1312794,33.96,125,76.68
11257,1313016,66.05,125,77.32
11258,1313244,146.91,125,78.24
11259,1313256,31.31,125,79.08
11260,1313364,147.39,125,79.31
11261,1313442,7.51,122,77.84
11262,1313544,130.48,125,78.32
11263,1313766,79.05,125,78.14
11264,1313844,-48.75,100,77.7
11265,1313874,-2.67,103,77.36
11266,1314048,-9.37,101,77.02
11267,1314114,217.16,125,79.16
11268,1314294,77.25,125,77.31
11269,1314366,-26.62,100,76.08
11270,1314594,47.37,125,75.29
11271,1314624,175.0,125,76.47
11272,1314684,-3.96,106,76.12
11273,1314864,55.81,125,75.64
11274,1315044,164.29,125,76.44
11275,1315116,118.12,125,76.55
11276,1315314,4.03,115,76.48
11277,1315344,136.49,125,77.76
11278,1315434,144.02,125,79.26
11279,1315470,-6.09,101,77.99
11280,1315788,5.53,124,78.02
11281,1315866,100.0,125,77.9
11282,1315920,-6.3,101,75.55
11283,1316070,-48.42,100,74.95
11284,1316094,192.42,125,75.04
11285,1316184,98.74,125,76.22
11286,1316538,-4.73,103,75.91
11287,1316538,70.0,125,76.32
11288,1316616,52.82,125,75.87
11289,1316670,-25.45,100,75.07
11290,1316844,150.0,125,74.7
11291,1316934,235.94,125,76.23
11292,1317270,-13.57,100,74.75
11293,1317288,64.13,125,73.82
11294,1317288,133.9,125,74.02
11295,1317336,17.33,120,74.51
11296,1317594,152.53,125,75.68
11297,1317684,150.0,125,75.48
11298,1317936,-31.67,100,74.0
11299,1317966,10.58,113,73.83
11300,1317978,4.03,118,73.63
11301,1318038,94.76,125,73.83
11302,1318284,15.69,115,72.7
11303,1318326,-1.96,107,70.85
11304,1318578,-14.31,100,69.72
11305,1318686,35.38,125,70.45
11306,1318716,125.19,125,71.73
11307,1318788,184.7,125,73.83
11308,1319034,11.52,125,74.55
11309,1319076,57.0,125,73.55
11310,1319328,104.27,125,74.6
11311,1319436,159.26,125,76.73
11312,1319466,159.65,125,76.95
11313,1319538,113.41,125,76.36
11314,1319784,107.75,125,76.78
11315,1319826,14.07,125,77.36
11316,1320078,68.87,125,78.44
11317,1320156,-2.92,103,76.51
11318,1320186,48.29,125,76.66
11319,1320216,162.63,125,78.54
11320,1320480,1.28,116,78.37
11321,1320576,13.79,125,77.1
11322,1320828,21.53,125,76.82
11323,1320900,24.91,124,76.89
11324,1320936,75.23,125,77.58
11325,1320966,93.55,125,77.63
11326,1321170,14.23,115,78.28
11327,1321326,178.23,125,80.36
11328,1321578,14.19,125,78.85
11329,1321608,-4.78,107,78.4
11330,1321620,27.46,120,77.15
11331,1321686,116.39,125,78.18
11332,1321920,159.26,125,78.82
11333,1322076,96.08,125,78.68
11334,1322268,-3.57,110,77.71
11335,1322328,98.65,125,77.7
11336,1322370,90.79,125,78.32
11337,1322436,170.68,125,78.94
11338,1322670,33.71,125,77.16
11339,1322826,174.31,125,78.16
11340,1322904,-3.89,106,77.11
11341,1323078,82.66,125,75.99
11342,1323120,88.5,125,75.39
11343,1323186,24.53,125,74.35
11344,1323420,63.01,125,73.92
11345,1323576,143.42,125,74.12
11346,1323582,2.19,113,72.89
11347,1323828,120.22,125,72.06
11348,1323870,126.97,125,73.42
11349,1323936,200.81,125,74.0
11350,1324170,144.07,125,75.34
11351,1324296,16.48,119,73.82
11352,1324326,139.29,125,75.28
11353,1324578,11.86,125,73.83
11354,1324620,33.6,125,71.75
11355,1324686,104.4,125,71.3
11356,1324920,188.39,125,72.84
11357,1325046,150.0,125,73.68
11358,1325076,172.73,125,73.94
11359,1325184,-8.6,101,73.54
11360,1325220,-30.88,100,71.76
11361,1325436,90.0,125,72.58
11362,1325598,-2.37,113,71.25
11363,1325712,0.9,111,70.47
11364,1325784,-40.4,100,70.56
11365,1325826,16.35,125,70.75
11366,1325970,92.31,125,71.76
11367,1326186,9.27,125,69.68
11368,1326348,107.48,125,69.99
11369,1326384,-10.8,100,70.15
11370,1326462,163.89,125,71.31
11371,1326570,-18.96,100,69.37
11372,1326576,113.24,125,70.54
11373,1326900,6.11,119,70.05
11374,1327020,-1.88,106,68.38
11375,1327098,136.42,125,68.57
11376,1327176,-5.14,101,68.48
11377,1327212,218.9,125,69.3
11378,1327326,110.69,125,68.97
11379,1327650,114.29,125,70.17
11380,1327770,56.55,125,70.68
11381,1327848,166.42,125,71.34
11382,1327926,124.42,125,72.65
11383,1327938,13.54,121,73.27
11384,1328076,180.94,125,73.16
11385,1328304,-2.24,109,72.15
11386,1328520,146.06,125,73.65
11387,1328598,91.69,125,73.87
11388,1328676,122.22,125,74.57
11389,1328688,158.06,125,76.4
11390,1328826,89.02,125,75.79
11391,1328904,-30.7,100,73.12
11392,1329120,-15.98,100,73.1
11393,1329348,156.94,125,74.03
11394,1329390,3.48,119,72.72
11395,1329438,98.44,125,73.54
11396,1329576,46.88,125,72.48
11397,1329654,16.54,125,71.14
11398,1329852,5.14,122,71.51
11399,1329948,-37.65,100,71.03
11400,1330140,141.88,125,72.41
11401,1330188,57.05,125,72.03
11402,1330326,256.85,125,74.44
11403,1330404,126.62,125,75.73
11404,1330602,30.14,125,76.17
11405,1330698,201.65,125,77.84
11406,1330890,136.59,125,77.95
11407,1330938,161.9,125,77.72
11408,1331076,127.27,125,78.88
11409,1331154,153.42,125,79.84
11410,1331352,165.15,125,80.45
11411,1331448,43.81,125,79.3
11412,1331640,70.65,125,78.41
11413,1331688,124.81,125,78.52
11414,1331826,50.0,125,77.94
11415,1331904,165.37,125,79.46
11416,1332102,195.28,125,80.72
11417,1332198,135.29,125,82.1
11418,1332300,1.04,110,81.63
11419,1332438,121.84,125,81.22
11420,1332576,131.83,125,82.53
11421,1332654,181.14,125,84.2
11422,1332852,38.18,125,84.37
11423,1332948,194.12,125,86.06
11424,1333050,102.8,125,86.34
11425,1333188,118.62,125,86.59
11426,1333302,-3.61,108,86.41
11427,1333326,29.15,125,84.92
11428,1333602,168.55,125,86.46
11429,1333698,62.25,125,87.13
11430,1333800,150.0,125,88.36
11431,1333818,-2.15,105,87.17
11432,1334052,109.46,125,86.67
11433,1334076,86.54,125,86.58
11434,1334352,78.95,125,87.4
11435,1334448,40.06,125,86.82
11436,1334550,196.3,125,87.87
11437,1334568,135.92,125,87.53
11438,1334802,115.83,125,88.35
11439,1334826,173.05,125,88.33
11440,1334952,-18.46,100,88.19
11441,1335168,-49.52,100,86.87
11442,1335198,49.5,125,86.48
11443,1335300,78.57,125,87.02
11444,1335552,160.42,125,87.99
11445,1335576,204.0,125,88.6
11446,1335702,92.31,125,89.5
11447,1335918,73.22,125,89.03
11448,1335948,186.76,125,89.63
11449,1336050,58.05,125,88.2
11450,1336152,-11.27,100,86.65
11451,1336326,71.62,125,87.2
11452,1336332,-4.69,105,85.76
11453,1336668,178.2,125,87.42
11454,1336698,81.53,125,87.9
11455,1336788,-1.78,106,86.84
11456,1336800,102.21,125,85.98
11457,1336926,-24.64,100,84.23
11458,1336932,-29.82,100,82.2
11459,1337418,207.98,125,84.37
11460,1337448,128.68,125,85.97
11461,1337502,6.4,117,85.13
11462,1337538,235.88,125,87.51
11463,1337592,4.83,111,87.55
11464,1337682,131.51,125,89.27
11465,1338168,155.32,125,90.66
11466,1338198,45.27,125,90.19
11467,1338252,188.89,125,91.99
11468,1338288,113.56,125,92.05
11469,1338342,51.62,125,92.67
11470,1338432,90.94,125,91.94
11471,1338852,-25.39,100,91.88
11472,1338918,123.3,125,91.98
11473,1338948,188.07,125,93.8
11474,1339038,187.2,125,95.69
11475,1339092,148.39,125,95.81
11476,1339182,18.4,125,96.04
11477,1339488,-2.07,106,93.83
11478,1339668,125.0,125,93.98
11479,1339698,35.23,125,93.19
11480,1339788,42.86,125,93.05
11481,1339842,145.67,125,92.84
11482,1339932,33.55,125,91.93
11483,1340238,128.01,125,93.08
11484,1340418,200.0,125,93.27
11485,1340448,140.46,125,94.7
11486,1340532,-39.75,100,92.84
11487,1340538,182.39,125,93.74
11488,1340592,133.58,125,93.86
11489,1340988,44.44,125,92.72
11490,1341138,-36.69,100,91.46
11491,1341168,172.43,125,93.5
11492,1341192,-23.89,100,93.42
11493,1341198,117.99,125,93.03
11494,1341282,141.76,125,94.41
11495,1341738,135.69,125,94.78
11496,1341768,-28.33,100,94.03
11497,1341852,8.39,110,93.95
11498,1341888,91.88,125,94.82
11499,1341900,5.38,117,95.25
11500,1341942,0.24,110,93.83
11501,1342458,16.33,120,93.42
11502,1342500,-31.22,100,90.54
11503,1342518,182.61,125,91.1
11504,1342602,92.69,125,91.73
11505,1342638,155.24,125,91.26
11506,1342692,153.47,125,91.43
11507,1343208,79.42,125,90.61
11508,1343208,7.7,115,89.41
11509,1343250,164.81,125,89.53
11510,1343334,-0.91,107,87.86
11511,1343352,150.0,125,88.93
11512,1343388,85.71,125,89.08
11513,1343958,146.75,125,89.3
11514,1343958,169.37,125,90.49
11515,1344000,169.9,125,90.54
11516,1344084,178.57,125,90.37
11517,1344102,61.5,125,89.63
11518,1344138,9.93,125,89.72
11519,1344594,-3.53,106,88.47
11520,1344708,142.11,125,88.57
11521,1344750,193.68,125,88.69
11522,1344816,9.95,113,88.41
11523,1344834,104.22,125,87.51
11524,1344852,85.57,125,87.34
11525,1345344,170.07,125,87.86
11526,1345458,110.19,125,88.99
11527,1345500,179.35,125,90.5
11528,1345566,160.73,125,90.42
11529,1345584,41.87,125,90.21
11530,1345602,39.61,125,89.11
11531,1346094,216.36,125,91.29
11532,1346208,43.32,125,90.63
11533,1346226,8.15,121,89.85
11534,1346316,158.06,125,90.64
11535,1346334,145.06,125,91.69
11536,1346352,109.73,125,90.82
11537,1346844,107.95,125,90.54
11538,1346850,-1.14,107,89.38
11539,1346976,164.49,125,89.29
11540,1347066,152.4,125,91.0
11541,1347084,123.24,125,92.73
11542,1347102,127.27,125,93.5
11543,1347594,130.0,125,94.02
11544,1347600,64.95,125,93.06
11545,1347726,138.85,125,92.41
11546,1347816,84.82,125,92.34
11547,1347834,94.35,125,92.55
11548,1347852,40.15,125,91.08
11549,1348344,213.73,125,92.64
11550,1348350,89.37,125,93.64
11551,1348452,-52.75,100,92.4
11552,1348476,15.15,125,92.6
11553,1348566,18.24,125,91.0
11554,1348584,57.09,125,90.76
11555,1349094,98.11,125,91.75
11556,1349100,93.66,125,91.67
11557,1349202,153.47,125,93.45
11558,1349226,55.3,125,94.3
11559,1349316,117.08,125,93.39
11560,1349334,141.61,125,93.52
11561,1349760,1.55,110,93.47
11562,1349844,120.82,125,92.32
11563,1349934,-42.83,100,91.85
11564,1349952,169.78,125,92.23
11565,1349976,125.4,125,91.93
11566,1350066,145.06,125,92.93
11567,1350510,131.79,125,92.36
11568,1350594,215.79,125,93.38
11569,1350612,4.86,110,92.91
11570,1350684,139.34,125,93.4
11571,1350726,119.59,125,94.85
11572,1350816,141.01,125,95.02
11573,1351194,-10.23,100,93.04
11574,1351260,57.9,125,91.75
11575,1351344,17.85,122,90.44
11576,1351434,77.4,125,91.03
11577,1351476,28.44,125,91.34
11578,1351566,141.5,125,91.5
11579,1351794,-38.0,100,90.77
11580,1352010,168.14,125,92.02
11581,1352094,131.01,125,91.87
11582,1352184,123.0,125,92.77
11583,1352226,176.6,125,93.26
11584,1352316,149.19,125,92.75
11585,1352544,58.42,125,91.93
11586,1352652,-4.61,107,92.28
11587,1352814,15.11,120,90.61
11588,1352934,29.63,125,89.57
11589,1352976,84.67,125,89.97
11590,1353066,27.74,125,90.61
11591,1353294,27.15,125,89.16
11592,1353402,138.56,125,90.78
11593,1353564,106.29,125,90.67
11594,1353684,82.1,125,90.07
11595,1353726,50.68,125,89.22
11596,1353816,85.97,125,90.36
11597,1353894,-39.6,100,89.88
11598,1354008,-9.63,101,88.87
11599,1354314,129.24,125,90.11
11600,1354434,79.64,125,90.9
11601,1354476,43.7,125,91.17
11602,1354566,187.23,125,93.36
11603,1354644,112.7,125,92.66
11604,1354758,175.74,125,93.49
11605,1355034,-17.35,100,91.76
11606,1355064,170.07,125,91.93
11607,1355226,155.03,125,92.69
11608,1355316,56.15,125,93.17
11609,1355394,123.83,125,92.76
11610,1355406,-1.15,108,92.76
11611,1355784,139.86,125,92.66
11612,1355814,161.32,125,93.41
11613,1355976,131.94,125,93.27
11614,1356066,97.13,125,92.54
11615,1356144,48.41,125,91.33
11616,1356156,166.89,125,91.21
11617,1356534,122.22,125,91.82
11618,1356564,119.51,125,92.91
11619,1356726,159.74,125,94.55
11620,1356750,-7.91,101,93.05
11621,1356816,88.19,125,91.99
11622,1356906,139.34,125,93.29
11623,1357284,84.82,125,93.09
11624,1357314,119.81,125,93.43
11625,1357416,-37.85,100,91.36
11626,1357470,10.9,120,90.36
11627,1357476,117.26,125,89.74
11628,1357656,177.96,125,89.91
11629,1357992,1.23,113,89.51
11630,1358034,147.15,125,90.58
11631,1358166,49.5,125,88.91
11632,1358220,181.69,125,90.3
11633,1358226,135.29,125,91.57
11634,1358406,135.48,125,91.34
11635,1358742,25.89,125,90.15
11636,1358784,130.77,125,90.36
11637,1358826,-34.69,100,88.94
11638,1358916,173.72,125,90.68
11639,1358970,18.9,125,89.23
11640,1359156,102.72,125,88.73
11641,1359384,-15.71,100,87.34
11642,1359426,-33.3,100,85.74
11643,1359492,153.38,125,85.97
11644,1359666,180.16,125,87.12
11645,1359720,68.38,125,86.42
11646,1359816,2.91,110,85.6
11647,1360056,2.99,112,84.68
11648,1360176,17.96,125,84.46
11649,1360242,185.71,125,84.18
11650,1360416,144.76,125,84.74
11651,1360470,112.54,125,86.39
11652,1360566,109.02,125,87.33
11653,1360806,177.58,125,88.92
11654,1360926,79.58,125,89.15
11655,1360992,135.11,125,89.52
11656,1361166,164.29,125,90.22
11657,1361220,116.72,125,89.86
11658,1361316,124.76,125,90.55
